Mun_Code;Municipality;Comarca;Province;CCAA;Population_2024;Area_km2;Distance_km;Distance_class;Growth_2018_2021_pct;Growth_2021_2024_pct
06119;San Pedro de Mérida;MERIDA;Badajoz;Extremadura;861.0;22.76;19.98;<=30 km;1.79;1.06
08012;Avinyó;BAGES;Barcelona;Cataluña/Catalunya;2313.0;63.82;19.99;<=30 km;1.6;1.18
43132;Rodonyà;ALT CAMP;Tarragona;Cataluña/Catalunya;521.0;8.35;20.01;<=30 km;5.62;2.76
09406;Valdorros;ARLANZA;Burgos;Castilla y León;375.0;16.63;20.03;<=30 km;2.7;9.65
12033;Cabanes;LA PLANA;Castelló/Castellón;Comunitat Valenciana;3313.0;131.68;20.08;<=30 km;4.78;9.45
20050;Leaburu;TOLOSA;Gipuzkoa;País Vasco/Euskadi;389.0;3.49;20.08;<=30 km;0.8;2.37
37019;Aldearrodrigo;LEDESMA;Salamanca;Castilla y León;150.0;8.42;20.1;<=30 km;4.26;2.04
31118;Goñi;CUENCA PAMPLONA;Navarra;Comunidad Foral de Navarra;172.0;42.27;20.1;<=30 km;1.23;4.24
01046;Erriberagoitia/Ribera Alta;VALLES ALAVESES;Araba/Álava;País Vasco/Euskadi;845.0;119.72;20.11;<=30 km;5.9;2.3
13083;Torralba de Calatrava;CAMPO DE CALATRAVA;Ciudad Real;Castilla-La Mancha;3075.0;101.51;20.15;<=30 km;1.05;2.84
39043;Meruelo;COSTERA;Cantabria;Cantabria;2311.0;16.35;20.15;<=30 km;9.69;6.3
24133;Rioseco de Tapia;TIERRAS DE LEON;León;Castilla y León;399.0;72.23;20.16;<=30 km;1.85;3.37
28095;Navalagamella;SUR OCCIDENTAL;Madrid;Comunidad de Madrid;3111.0;75.73;20.17;<=30 km;4.58;14.37
05184;Peguerinos;VALLE BAJO ALBERCHE;Ávila;Castilla y León;294.0;85.93;20.17;<=30 km;0.37;7.69
28145;Talamanca de Jarama;CAMPIÑA;Madrid;Comunidad de Madrid;4533.0;38.48;20.19;<=30 km;10.68;9.94
28029;Cabanillas de la Sierra;LOZOYA SOMOSIERRA;Madrid;Comunidad de Madrid;941.0;13.81;20.24;<=30 km;17.56;12.43
47184;Valoria la Buena;CENTRO;Valladolid;Castilla y León;745.0;43.3;20.33;<=30 km;4.79;9.88
41003;Albaida del Aljarafe;EL ALJARAFE;Sevilla;Andalucía;3223.0;10.93;20.35;<=30 km;0.88;0.06
09026;Arlanzón;ARLANZON;Burgos;Castilla y León;424.0;77.69;20.39;<=30 km;2.7;1.19
48067;Muxika;GUERNIKA-BERMEO;Bizkaia;País Vasco/Euskadi;1545.0;49.84;20.41;<=30 km;1.37;4.75
09448;Villangómez;ARLANZA;Burgos;Castilla y León;232.0;38.32;20.44;<=30 km;3.69;3.11
22239;Tramaced;HOYA DE HUESCA;Huesca;Aragón;106.0;15.42;20.51;<=30 km;1.01;6.0
04081;Santa Fe de Mondújar;CAMPO NIJAR Y BAJO ANDARAX;Almería;Andalucía;494.0;34.84;20.53;<=30 km;10.42;3.56
12124;Vall d'Alba;LLANOS CENTRALES;Castelló/Castellón;Comunitat Valenciana;3103.0;52.96;20.57;<=30 km;4.47;5.44
46012;Alborache;HOYA DE BUÑOL;València/Valencia;Comunitat Valenciana;1471.0;27.34;20.58;<=30 km;13.84;14.65
19123;Fuentelviejo;CAMPIÑA;Guadalajara;Castilla-La Mancha;56.0;12.87;20.58;<=30 km;25.58;3.7
31025;Arakil;NORD OCCIDENTAL;Navarra;Comunidad Foral de Navarra;999.0;53.74;20.63;<=30 km;1.79;3.42
17174;Sant Miquel de Campmajor;PLA DE L'ESTANY;Girona;Cataluña/Catalunya;254.0;33.8;20.66;<=30 km;6.58;4.53
48093;Areatza;ARRATIA-NERVION;Bizkaia;País Vasco/Euskadi;1287.0;9.11;20.67;<=30 km;4.87;1.26
50123;Grisén;ZARAGOZA;Zaragoza;Aragón;632.0;4.89;20.68;<=30 km;1.34;4.46
31018;Añorbe;CUENCA PAMPLONA;Navarra;Comunidad Foral de Navarra;627.0;24.08;20.69;<=30 km;8.1;2.12
45047;Cedillo del Condado;SAGRA-TOLEDO;Toledo;Castilla-La Mancha;4337.0;26.51;20.73;<=30 km;9.17;7.75
43115;Pradell de la Teixeta;PRIORAT;Tarragona;Cataluña/Catalunya;178.0;21.99;20.74;<=30 km;3.14;8.54
40104;Ituero y Lama;SEGOVIA;Segovia;Castilla y León;448.0;13.18;20.83;<=30 km;9.97;12.85
20034;Eskoriatza;ALTO DEBA;Gipuzkoa;País Vasco/Euskadi;4241.0;40.22;20.84;<=30 km;1.08;2.66
18043;Carataunas;LAS ALPUJARRAS;Granada;Andalucía;227.0;4.66;20.85;<=30 km;12.36;13.5
01020;Kuartango;VALLES ALAVESES;Araba/Álava;País Vasco/Euskadi;408.0;84.25;20.86;<=30 km;3.94;3.03
18048;Cijuela;DE LA VEGA;Granada;Andalucía;3714.0;17.91;20.9;<=30 km;7.06;6.97
36031;Mondariz-Balneario;MIÑO;Pontevedra;Galicia;711.0;2.32;20.92;<=30 km;9.22;5.33
08014;Aiguafreda;VALLES ORIENTAL;Barcelona;Cataluña/Catalunya;2576.0;7.95;20.93;<=30 km;2.2;0.78
08097;Gualba;VALLES ORIENTAL;Barcelona;Cataluña/Catalunya;1738.0;23.17;20.94;<=30 km;7.02;9.65
12123;Vallat;LA PLANA;Castelló/Castellón;Comunitat Valenciana;71.0;5.01;20.98;<=30 km;16.33;24.56
31129;Ituren;NORD OCCIDENTAL;Navarra;Comunidad Foral de Navarra;526.0;15.5;20.99;<=30 km;0.79;3.54
03100;Parcent;MARQUESADO;Alacant/Alicante;Comunitat Valenciana;1021.0;11.78;21.02;<=30 km;8.26;3.87
25205;Sidamon;PLA D'URGELL;Lleida;Cataluña/Catalunya;767.0;8.13;21.03;<=30 km;3.0;1.59
39031;Hazas de Cesto;COSTERA;Cantabria;Cantabria;1867.0;21.86;21.03;<=30 km;6.68;13.56
26135;Santa Engracia del Jubera;RIOJA MEDIA;La Rioja;La Rioja;192.0;86.0;21.04;<=30 km;12.99;10.34
39098;Villacarriedo;PAS-IGUÑA;Cantabria;Cantabria;1685.0;50.93;21.05;<=30 km;1.31;3.69
45115;Noblejas;LA MANCHA;Toledo;Castilla-La Mancha;3952.0;69.62;21.07;<=30 km;6.74;6.21
43090;El Montmell;BAIX PENEDES;Tarragona;Cataluña/Catalunya;1917.0;72.75;21.08;<=30 km;20.39;10.81
29083;Riogordo;NORTE O ANTEQUERA;Málaga;Andalucía;2778.0;39.97;21.08;<=30 km;1.22;1.61
50262;Torres de Berrellén;ZARAGOZA;Zaragoza;Aragón;1506.0;53.79;21.12;<=30 km;0.97;3.15
08064;Castellterçol;VALLES ORIENTAL;Barcelona;Cataluña/Catalunya;2773.0;31.95;21.15;<=30 km;8.85;5.36
08085;Font-rubí;ALT PENEDÉS;Barcelona;Cataluña/Catalunya;1446.0;37.18;21.19;<=30 km;6.35;0.42
18120;Lentegí;LA COSTA;Granada;Andalucía;350.0;23.74;21.21;<=30 km;2.74;3.86
45133;Polán;SAGRA-TOLEDO;Toledo;Castilla-La Mancha;3932.0;158.45;21.25;<=30 km;3.17;0.61
18094;Güéjar Sierra;DE LA VEGA;Granada;Andalucía;2926.0;238.76;21.26;<=30 km;2.0;0.69
50062;El Burgo de Ebro;ZARAGOZA;Zaragoza;Aragón;2704.0;24.78;21.27;<=30 km;4.36;6.54
43170;Vila-rodona;ALT CAMP;Tarragona;Cataluña/Catalunya;1374.0;33.1;21.3;<=30 km;3.67;5.77
11902;San José del Valle;CAMPIÑA DE CADIZ;Cádiz;Andalucía;4472.0;223.56;21.34;<=30 km;0.68;0.9
16023;Chillarón de Cuenca;SERRANIA MEDIA;Cuenca;Castilla-La Mancha;864.0;39.14;21.35;<=30 km;15.95;23.78
03029;Benigembla;MARQUESADO;Alacant/Alicante;Comunitat Valenciana;559.0;18.47;21.35;<=30 km;8.78;15.73
26066;Galilea;RIOJA MEDIA;La Rioja;La Rioja;407.0;9.74;21.36;<=30 km;15.96;5.71
19304;Valdenuño Fernández;CAMPIÑA;Guadalajara;Castilla-La Mancha;332.0;24.75;21.36;<=30 km;18.18;11.04
43116;Prades;BAIX CAMP;Tarragona;Cataluña/Catalunya;665.0;32.61;21.38;<=30 km;2.21;10.47
46210;Ráfol de Salem;VALLES DE ALBAIDA;València/Valencia;Comunitat Valenciana;464.0;4.33;21.4;<=30 km;2.05;3.34
01006;Armiñón;VALLES ALAVESES;Araba/Álava;País Vasco/Euskadi;247.0;12.96;21.43;<=30 km;5.48;6.93
38015;Garachico;NORTE DE TENERIFE;Santa Cruz de Tenerife;Canarias;4924.0;29.02;21.46;<=30 km;1.58;0.59
17195;La Tallada d'Empordà;BAIX EMPORDA;Girona;Cataluña/Catalunya;478.0;16.89;21.46;<=30 km;1.53;2.58
09449;Villanueva de Argaño;ARLANZON;Burgos;Castilla y León;122.0;7.92;21.49;<=30 km;5.56;7.02
29021;Atajate;SERRANIA DE RONDA;Málaga;Andalucía;187.0;10.9;21.53;<=30 km;5.92;4.47
45180;Valmojado;SAGRA-TOLEDO;Toledo;Castilla-La Mancha;4771.0;26.21;21.58;<=30 km;5.03;7.7
43049;Cornudella de Montsant;PRIORAT;Tarragona;Cataluña/Catalunya;1023.0;63.08;21.6;<=30 km;0.1;6.01
29053;Frigiliana;VELEZ MALAGA;Málaga;Andalucía;3310.0;40.49;21.66;<=30 km;3.63;3.5
20027;Zestoa;UROLA COSTA;Gipuzkoa;País Vasco/Euskadi;3838.0;43.66;21.66;<=30 km;1.18;1.83
28175;Villamantilla;SUR OCCIDENTAL;Madrid;Comunidad de Madrid;1624.0;23.92;21.7;<=30 km;6.62;7.27
08165;La Pobla de Claramunt;ANOIA;Barcelona;Cataluña/Catalunya;2353.0;18.61;21.71;<=30 km;1.38;6.62
45015;Arcicóllar;TORRIJOS;Toledo;Castilla-La Mancha;1082.0;30.53;21.71;<=30 km;16.28;12.24
04088;Tabernas;CAMPO TABERNAS;Almería;Andalucía;4097.0;280.17;21.75;<=30 km;4.94;5.4
17183;Sant Aniol de Finestres;GARROTXA;Girona;Cataluña/Catalunya;372.0;48.72;21.78;<=30 km;0.57;5.38
34127;Perales;CAMPOS;Palencia;Castilla y León;118.0;27.45;21.78;<=30 km;1.11;29.67
19263;Taragudo;ALCARRIA ALTA;Guadalajara;Castilla-La Mancha;48.0;6.41;21.8;<=30 km;2.27;6.67
25015;Algerri;NOGUERA;Lleida;Cataluña/Catalunya;424.0;54.49;21.83;<=30 km;6.02;0.24
45035;Cardiel de los Montes;TALAVERA;Toledo;Castilla-La Mancha;390.0;24.3;21.84;<=30 km;11.11;2.63
17190;Serinyà;PLA DE L'ESTANY;Girona;Cataluña/Catalunya;1198.0;17.29;21.88;<=30 km;3.16;4.81
45127;Palomeque;SAGRA-TOLEDO;Toledo;Castilla-La Mancha;1182.0;22.27;21.95;<=30 km;19.18;9.34
01016;Bernedo;MONTAÑA ALAVESA;Araba/Álava;País Vasco/Euskadi;546.0;130.38;21.95;<=30 km;5.28;1.49
22037;Arguis;HOYA DE HUESCA;Huesca;Aragón;165.0;62.77;21.95;<=30 km;18.6;7.84
20004;Albiztur;TOLOSA;Gipuzkoa;País Vasco/Euskadi;324.0;13.0;21.98;<=30 km;2.27;2.53
04055;Instinción;ALTO ANDARAX;Almería;Andalucía;498.0;33.46;22.03;<=30 km;7.69;7.79
22025;Altorricón;LA LITERA;Huesca;Aragón;1472.0;32.45;22.06;<=30 km;2.27;2.15
08185;Rubió;ANOIA;Barcelona;Cataluña/Catalunya;237.0;48.15;22.08;<=30 km;1.72;0.42
48021;Busturia;GUERNIKA-BERMEO;Bizkaia;País Vasco/Euskadi;1656.0;20.21;22.08;<=30 km;0.73;0.42
45077;Huecas;TORRIJOS;Toledo;Castilla-La Mancha;875.0;27.41;22.1;<=30 km;13.18;13.2
18072;Escúzar;ALHAMA;Granada;Andalucía;845.0;46.36;22.2;<=30 km;2.15;4.84
07018;Deià;MALLORCA;Illes Balears;Illes Balears;717.0;15.22;22.21;<=30 km;8.71;6.38
19325;Viñuelas;CAMPIÑA;Guadalajara;Castilla-La Mancha;183.0;15.45;22.23;<=30 km;32.85;0.55
03110;el Ràfol d'Almúnia;MARQUESADO;Alacant/Alicante;Comunitat Valenciana;703.0;4.89;22.23;<=30 km;4.04;4.93
08288;Torrelles de Foix;ALT PENEDÉS;Barcelona;Cataluña/Catalunya;2657.0;37.14;22.23;<=30 km;8.68;7.18
46151;Llocnou d'En Fenollet;LA COSTERA DE JATIVA;València/Valencia;Comunitat Valenciana;924.0;1.53;22.24;<=30 km;2.13;1.32
08081;Fogars de Montclús;VALLES ORIENTAL;Barcelona;Cataluña/Catalunya;502.0;40.39;22.25;<=30 km;0.21;7.49
31124;Ibargoiti;PIRINEOS;Navarra;Comunidad Foral de Navarra;270.0;54.31;22.26;<=30 km;4.74;1.89
46008;Albalat de la Ribera;RIBERAS DEL JUCAR;València/Valencia;Comunitat Valenciana;3446.0;14.36;22.29;<=30 km;1.17;2.32
39006;Arnuero;COSTERA;Cantabria;Cantabria;2279.0;24.62;22.31;<=30 km;1.71;6.3
28135;Santa María de la Alameda;GUADARRAMA;Madrid;Comunidad de Madrid;1517.0;75.7;22.33;<=30 km;21.49;5.64
19160;Loranca de Tajuña;CAMPIÑA;Guadalajara;Castilla-La Mancha;1608.0;36.37;22.35;<=30 km;16.43;15.19
31221;Doneztebe/Santesteban;NORD OCCIDENTAL;Navarra;Comunidad Foral de Navarra;1860.0;8.68;22.42;<=30 km;5.61;1.86
26157;Tricio;RIOJA ALTA;La Rioja;La Rioja;374.0;6.34;22.43;<=30 km;0.56;3.89
09351;Santa María del Invierno;BUREBA-EBRO;Burgos;Castilla y León;67.0;16.17;22.43;<=30 km;6.45;1.52
18115;Láchar;DE LA VEGA;Granada;Andalucía;3826.0;13.11;22.45;<=30 km;5.84;7.77
01047;Ribera Baja/Erriberabeitia;VALLES ALAVESES;Araba/Álava;País Vasco/Euskadi;1439.0;25.29;22.45;<=30 km;3.42;1.27
45018;Barcience;TORRIJOS;Toledo;Castilla-La Mancha;1049.0;18.96;22.48;<=30 km;9.81;11.6
12058;Espadilla;LA PLANA;Castelló/Castellón;Comunitat Valenciana;89.0;11.97;22.49;<=30 km;16.67;5.95
03078;Hondón de los Frailes;VINALOPO;Alacant/Alicante;Comunitat Valenciana;1310.0;12.55;22.49;<=30 km;14.75;0.85
03115;Sagra;MARQUESADO;Alacant/Alicante;Comunitat Valenciana;441.0;5.63;22.51;<=30 km;9.77;3.28
19290;Trijueque;ALCARRIA ALTA;Guadalajara;Castilla-La Mancha;1626.0;35.6;22.52;<=30 km;13.23;22.53
46119;l'Énova;LA COSTERA DE JATIVA;València/Valencia;Comunitat Valenciana;924.0;7.68;22.57;<=30 km;1.0;1.32
25105;Granyena de les Garrigues;GARRIGUES;Lleida;Cataluña/Catalunya;163.0;20.33;22.62;<=30 km;6.94;5.84
20054;Lizartza;TOLOSA;Gipuzkoa;País Vasco/Euskadi;667.0;12.33;22.64;<=30 km;3.82;6.72
02012;Balazote;CENTRO;Albacete;Castilla-La Mancha;2379.0;65.11;22.67;<=30 km;0.13;0.68
19167;Malaguilla;CAMPIÑA;Guadalajara;Castilla-La Mancha;207.0;28.48;22.67;<=30 km;12.18;18.29
17148;Riudarenes;SELVA;Girona;Cataluña/Catalunya;2445.0;47.78;22.67;<=30 km;4.68;7.1
08137;Montseny;VALLES ORIENTAL;Barcelona;Cataluña/Catalunya;380.0;26.65;22.71;<=30 km;12.77;4.97
31149;Leitza;NORD OCCIDENTAL;Navarra;Comunidad Foral de Navarra;3011.0;58.45;22.71;<=30 km;3.86;0.03
01037;Arraia-Maeztu;MONTAÑA ALAVESA;Araba/Álava;País Vasco/Euskadi;822.0;123.02;22.8;<=30 km;11.58;2.75
45069;Gerindote;TORRIJOS;Toledo;Castilla-La Mancha;2767.0;44.21;22.83;<=30 km;4.63;15.53
18116;Lanjarón;LAS ALPUJARRAS;Granada;Andalucía;3660.0;60.33;22.83;<=30 km;3.64;1.33
08170;Els Prats de Rei;ANOIA;Barcelona;Cataluña/Catalunya;553.0;26.1;22.87;<=30 km;1.1;0.36
50056;Botorrita;ZARAGOZA;Zaragoza;Aragón;579.0;19.81;22.91;<=30 km;3.61;12.21
18143;Nigüelas;VALLE DE LECRIN;Granada;Andalucía;1239.0;30.9;22.92;<=30 km;1.35;3.42
17070;Fontanilles;BAIX EMPORDA;Girona;Cataluña/Catalunya;168.0;9.43;22.93;<=30 km;13.77;7.01
50193;Nuez de Ebro;ZARAGOZA;Zaragoza;Aragón;907.0;7.86;22.95;<=30 km;6.41;3.07
07017;Costitx;MALLORCA;Illes Balears;Illes Balears;1516.0;15.45;22.96;<=30 km;8.5;9.93
01054;Urkabustaiz;ESTRIBACIONES GORBEA;Araba/Álava;País Vasco/Euskadi;1462.0;60.8;22.97;<=30 km;5.84;3.39
22081;Casbas de Huesca;HOYA DE HUESCA;Huesca;Aragón;292.0;132.77;22.97;<=30 km;7.81;0.69
26053;Corera;RIOJA MEDIA;La Rioja;La Rioja;273.0;8.19;22.99;<=30 km;3.97;4.2
46902;Gátova;PALANCIA;València/Valencia;Comunitat Valenciana;429.0;30.43;23.02;<=30 km;6.89;2.39
04054;Íllar;ALTO ANDARAX;Almería;Andalucía;460.0;19.17;23.02;<=30 km;11.79;5.5
19239;Robledillo de Mohernando;CAMPIÑA;Guadalajara;Castilla-La Mancha;183.0;29.63;23.04;<=30 km;19.81;44.09
28158;Valdemanco;LOZOYA SOMOSIERRA;Madrid;Comunidad de Madrid;1052.0;17.79;23.08;<=30 km;9.17;3.95
17136;Pontós;ALT EMPORDA;Girona;Cataluña/Catalunya;290.0;13.57;23.15;<=30 km;6.88;9.85
18119;Lecrín;VALLE DE LECRIN;Granada;Andalucía;2268.0;40.46;23.16;<=30 km;4.47;3.23
26147;Terroba;SIERRA RIOJA MEDIA;La Rioja;La Rioja;39.0;8.83;23.17;<=30 km;23.33;5.41
03040;Benimeli;MARQUESADO;Alacant/Alicante;Comunitat Valenciana;453.0;3.46;23.24;<=30 km;1.22;9.16
14059;San Sebastián de los Ballesteros;LAS COLONIAS;Córdoba;Andalucía;854.0;10.5;23.24;<=30 km;1.84;3.02
46161;Marines;CAMPOS DE LIRIA;València/Valencia;Comunitat Valenciana;1921.0;35.68;23.28;<=30 km;3.61;1.43
48026;Dima;ARRATIA-NERVION;Bizkaia;País Vasco/Euskadi;1505.0;62.36;23.29;<=30 km;1.73;2.24
18908;Villamena;VALLE DE LECRIN;Granada;Andalucía;1005.0;20.17;23.3;<=30 km;1.37;4.36
08055;Castellcir;VALLES ORIENTAL;Barcelona;Cataluña/Catalunya;784.0;34.13;23.33;<=30 km;3.43;4.12
19151;Humanes;CAMPIÑA;Guadalajara;Castilla-La Mancha;1784.0;47.98;23.34;<=30 km;6.05;13.13
21063;San Bartolomé de la Torre;ANDEVALO OCCIDENTAL;Huelva;Andalucía;4036.0;56.75;23.35;<=30 km;4.54;4.94
09374;Susinos del Páramo;ARLANZON;Burgos;Castilla y León;118.0;11.45;23.36;<=30 km;9.71;4.42
08261;Santa Susanna;MARESME;Barcelona;Cataluña/Catalunya;4023.0;12.68;23.39;<=30 km;7.96;10.22
04010;Alhabia;RIO NACIMIENTO;Almería;Andalucía;725.0;16.38;23.46;<=30 km;4.17;7.41
28011;Ambite;VEGAS;Madrid;Comunidad de Madrid;697.0;25.8;23.46;<=30 km;10.15;5.29
17204;Ullà;BAIX EMPORDA;Girona;Cataluña/Catalunya;1219.0;7.37;23.49;<=30 km;2.46;4.46
07028;Lloret de Vistalegre;MALLORCA;Illes Balears;Illes Balears;1619.0;17.54;23.51;<=30 km;13.65;10.51
31029;Los Arcos;TIERRA ESTELLA;Navarra;Comunidad Foral de Navarra;1191.0;57.63;23.53;<=30 km;1.34;5.21
45024;Burujón;TORRIJOS;Toledo;Castilla-La Mancha;1332.0;35.43;23.53;<=30 km;0.61;1.22
01044;Peñacerrada-Urizaharra;MONTAÑA ALAVESA;Araba/Álava;País Vasco/Euskadi;302.0;62.11;23.56;<=30 km;16.34;1.0
20005;Alegia;TOLOSA;Gipuzkoa;País Vasco/Euskadi;1812.0;7.68;23.59;<=30 km;2.09;2.84
08026;El Brull;OSONA;Barcelona;Cataluña/Catalunya;293.0;41.35;23.63;<=30 km;7.0;6.55
28163;Valdepiélagos;CAMPIÑA;Madrid;Comunidad de Madrid;619.0;17.67;23.64;<=30 km;6.62;1.14
26015;Arenzana de Abajo;RIOJA ALTA;La Rioja;La Rioja;263.0;8.38;23.71;<=30 km;7.96;7.79
46191;Pedralba;CAMPOS DE LIRIA;València/Valencia;Comunitat Valenciana;3124.0;59.04;23.73;<=30 km;2.7;9.54
07038;Montuïri;MALLORCA;Illes Balears;Illes Balears;3216.0;41.36;23.75;<=30 km;7.67;4.18
05158;Navalmoral;VALLE BAJO ALBERCHE;Ávila;Castilla y León;412.0;43.34;23.79;<=30 km;1.19;21.18
50017;Alfajarín;ZARAGOZA;Zaragoza;Aragón;2415.0;138.32;23.82;<=30 km;2.68;1.73
02029;Chinchilla de Monte-Aragón;CENTRO;Albacete;Castilla-La Mancha;4626.0;678.97;23.84;<=30 km;3.87;6.49
03091;Murla;MARQUESADO;Alacant/Alicante;Comunitat Valenciana;585.0;5.82;23.86;<=30 km;11.36;6.56
17146;Riells i Viabrea;SELVA;Girona;Cataluña/Catalunya;4499.0;27.19;23.87;<=30 km;6.65;5.41
03006;Alcalalí;MARQUESADO;Alacant/Alicante;Comunitat Valenciana;1406.0;14.41;23.89;<=30 km;2.93;5.24
05220;San Pedro del Arroyo;AREVALO-MADRIGAL;Ávila;Castilla y León;501.0;18.55;23.9;<=30 km;3.97;12.58
36044;Pontecesures;LITORAL;Pontevedra;Galicia;3088.0;6.72;23.91;<=30 km;1.45;0.23
12131;Villamalur;PALANCIA;Castelló/Castellón;Comunitat Valenciana;97.0;19.48;23.95;<=30 km;46.03;5.43
31182;Nazar;TIERRA ESTELLA;Navarra;Comunidad Foral de Navarra;43.0;9.41;23.96;<=30 km;5.88;19.44
18901;La Taha;LAS ALPUJARRAS;Granada;Andalucía;759.0;25.57;23.97;<=30 km;9.49;6.15
17027;Breda;SELVA;Girona;Cataluña/Catalunya;3930.0;5.03;23.98;<=30 km;2.76;2.45
45085;Lominchar;SAGRA-TOLEDO;Toledo;Castilla-La Mancha;2815.0;22.25;24.0;<=30 km;7.76;11.4
04071;Padules;ALTO ANDARAX;Almería;Andalucía;440.0;26.47;24.02;<=30 km;4.06;0.92
09275;Presencio;ARLANZA;Burgos;Castilla y León;207.0;35.33;24.04;<=30 km;6.15;8.95
04014;Almócita;ALTO ANDARAX;Almería;Andalucía;210.0;30.8;24.05;<=30 km;11.93;6.6
09248;Palazuelos de la Sierra;ARLANZON;Burgos;Castilla y León;93.0;15.73;24.08;<=30 km;6.1;6.9
17075;Garrigàs;ALT EMPORDA;Girona;Cataluña/Catalunya;472.0;19.82;24.09;<=30 km;5.69;1.72
01062;Zambrana;VALLES ALAVESES;Araba/Álava;País Vasco/Euskadi;442.0;39.54;24.09;<=30 km;8.0;2.31
43108;El Pla de Santa Maria;ALT CAMP;Tarragona;Cataluña/Catalunya;2389.0;35.35;24.14;<=30 km;1.52;2.09
29013;Alozaina;CENTRO-SUR O GUADALORCE;Málaga;Andalucía;2130.0;33.84;24.15;<=30 km;3.72;1.91
19155;Irueste;ALCARRIA ALTA;Guadalajara;Castilla-La Mancha;86.0;14.24;24.16;<=30 km;12.33;4.88
08236;Sant Quintí de Mediona;ALT PENEDÉS;Barcelona;Cataluña/Catalunya;2504.0;13.89;24.21;<=30 km;8.63;5.79
31019;Aoiz/Agoitz;PIRINEOS;Navarra;Comunidad Foral de Navarra;3007.0;13.54;24.24;<=30 km;6.36;7.74
48910;Iurreta;DURANGUESADO;Bizkaia;País Vasco/Euskadi;3873.0;18.85;24.27;<=30 km;1.45;4.79
19142;Hontoba;CAMPIÑA;Guadalajara;Castilla-La Mancha;439.0;32.12;24.27;<=30 km;26.42;16.14
39030;Guriezo;COSTERA;Cantabria;Cantabria;2458.0;79.45;24.29;<=30 km;2.68;1.99
01053;San Millán/Donemiliaga;LLANADA ALAVESA;Araba/Álava;País Vasco/Euskadi;720.0;85.33;24.3;<=30 km;0.99;0.56
28151;Torrelaguna;LOZOYA SOMOSIERRA;Madrid;Comunidad de Madrid;4991.0;43.06;24.34;<=30 km;3.66;1.92
03137;la Vall de Laguar;MARQUESADO;Alacant/Alicante;Comunitat Valenciana;903.0;23.07;24.36;<=30 km;2.8;7.12
18040;Cáñar;LAS ALPUJARRAS;Granada;Andalucía;389.0;26.33;24.42;<=30 km;13.12;0.26
28056;Fresnedillas de la Oliva;GUADARRAMA;Madrid;Comunidad de Madrid;1837.0;28.33;24.42;<=30 km;12.1;5.45
29063;Jimera de Líbar;SERRANIA DE RONDA;Málaga;Andalucía;398.0;27.18;24.45;<=30 km;3.19;2.58
31114;Garínoain;NAVARRA MEDIA;Navarra;Comunidad Foral de Navarra;526.0;10.51;24.53;<=30 km;5.01;4.57
17004;Albons;BAIX EMPORDA;Girona;Cataluña/Catalunya;830.0;11.37;24.53;<=30 km;4.31;4.01
46069;Benissuera;VALLES DE ALBAIDA;València/Valencia;Comunitat Valenciana;185.0;2.12;24.56;<=30 km;1.67;1.09
17119;Palau de Santa Eulàlia;ALT EMPORDA;Girona;Cataluña/Catalunya;136.0;8.69;24.58;<=30 km;16.84;22.52
37047;Beleña;ALBA DE TORMES;Salamanca;Castilla y León;251.0;26.64;24.61;<=30 km;1.79;10.57
48024;Zeanuri;ARRATIA-NERVION;Bizkaia;País Vasco/Euskadi;1250.0;67.17;24.62;<=30 km;0.48;0.16
08232;Sant Pere de Riudebitlles;ALT PENEDÉS;Barcelona;Cataluña/Catalunya;2497.0;5.35;24.64;<=30 km;3.12;3.57
08082;Fogars de la Selva;SELVA;Barcelona;Cataluña/Catalunya;1680.0;32.36;24.69;<=30 km;4.98;9.09
17217;Viladamat;ALT EMPORDA;Girona;Cataluña/Catalunya;492.0;11.44;24.73;<=30 km;1.07;4.46
46063;Benimodo;RIBERAS DEL JUCAR;València/Valencia;Comunitat Valenciana;2316.0;12.53;24.73;<=30 km;0.54;2.8
05022;El Barraco;VALLE BAJO ALBERCHE;Ávila;Castilla y León;2027.0;153.85;24.74;<=30 km;4.45;2.74
03117;Sanet y Negrals;MARQUESADO;Alacant/Alicante;Comunitat Valenciana;722.0;3.95;24.75;<=30 km;8.33;2.85
28030;La Cabrera;LOZOYA SOMOSIERRA;Madrid;Comunidad de Madrid;2922.0;22.14;24.76;<=30 km;6.47;5.03
46158;Macastre;HOYA DE BUÑOL;València/Valencia;Comunitat Valenciana;1475.0;37.66;24.83;<=30 km;7.9;10.24
12113;Toga;LA PLANA;Castelló/Castellón;Comunitat Valenciana;108.0;13.53;24.88;<=30 km;1.0;6.93
18192;Zafarraya;ALHAMA;Granada;Andalucía;2189.0;70.59;24.88;<=30 km;1.9;4.44
08258;Santa Maria d'Oló;BAGES;Barcelona;Cataluña/Catalunya;1077.0;66.18;24.88;<=30 km;4.0;1.13
04060;Lucainena de las Torres;CAMPO TABERNAS;Almería;Andalucía;714.0;123.12;24.91;<=30 km;6.96;22.26
12029;Benlloc;LLANOS CENTRALES;Castelló/Castellón;Comunitat Valenciana;1115.0;43.56;24.91;<=30 km;3.76;3.72
03051;el Camp de Mirra/Campo de Mirra;VINALOPO;Alacant/Alicante;Comunitat Valenciana;445.0;21.82;24.95;<=30 km;0.23;3.73
