Mun_Code,Mun,pop_1996_2008 (k=12),pop_1998_2010 (k=12),pop_1999_2011 (k=12),pop_2000_2012 (k=12),pop_2001_2013 (k=12),pop_2002_2014 (k=12),pop_2003_2015 (k=12),pop_2004_2016 (k=12),pop_2005_2017 (k=12),pop_2006_2018 (k=12),pop_2007_2019 (k=12),pop_2008_2020 (k=12),pop_2009_2021 (k=12),pop_2010_2022 (k=12),pop_2011_2023 (k=12),pop_2012_2024 (k=12)
1014,Berantevilla,10.918114143920596,22.906403940886698,17.061611374407583,11.627906976744185,4.814004376367615,2.141327623126338,0.646551724137931,-1.9650655021834063,-3.2751091703056767,0.22624434389140274,1.5695067264573992,3.5794183445190155,6.164383561643835,-9.418837675350701,-8.704453441295547,-4.375
1016,Bernedo,8.88888888888889,4.927007299270073,3.860294117647059,3.8391224862888484,5.0,2.0599250936329585,-3.308823529411765,-7.24907063197026,-10.954063604240282,-10.193321616871705,-14.974182444061961,-13.77551020408163,-6.434782608695652,-2.608695652173913,-4.424778761061947,-3.873239436619718
1017,Campezo/Kanpezu,-0.09017132551848511,4.9394221808014915,5.743879472693032,7.169811320754717,3.9667896678966788,0.27752081406105455,0.5644402634054563,-2.3963133640553,-3.2317636195752537,-3.255813953488372,-5.967450271247739,-6.678700361010831,-3.309481216457961,-2.841918294849023,-4.541406945681211,-4.48943661971831
1018,Zigoitia,50.331125827814574,49.64664310954063,44.32387312186978,40.66022544283413,35.521235521235525,32.4468085106383,32.60706235912848,29.75206611570248,28.156748911465897,24.591329068941008,15.465961665565104,10.069225928256765,9.278350515463918,7.55608028335301,5.320994794679005,5.552375500858615
1019,Kripan,-8.0,4.27807486631016,3.684210526315789,3.1914893617021276,7.027027027027027,1.0752688172043012,-4.712041884816754,-2.1052631578947367,-4.66321243523316,-3.723404255319149,-2.1739130434782608,-3.260869565217391,-9.793814432989691,-9.743589743589745,-11.6751269035533,-8.24742268041237
1020,Kuartango,4.081632653061225,-1.9337016574585635,-5.64516129032258,-4.27807486631016,-4.8,-4.301075268817205,-1.3623978201634876,1.098901098901099,4.49438202247191,4.670329670329671,5.027932960893855,7.8431372549019605,10.92436974789916,18.591549295774648,14.245014245014245,13.966480446927374
1021,Elburgo/Burgelu,173.95833333333331,154.97835497835496,131.59851301115242,97.17868338557993,64.53333333333333,47.16981132075472,39.770114942528735,35.099337748344375,27.789473684210524,25.624999999999996,14.31297709923664,15.5893536121673,17.190388170055453,6.791171477079796,2.4077046548956664,2.066772655007949
1022,Elciego,11.292073832790445,15.62156215621562,15.469613259668508,12.108108108108109,12.124463519313304,10.947368421052632,11.452810180275716,8.531317494600433,9.458023379383635,9.97854077253219,0.3996003996003996,-2.341463414634146,-4.780114722753346,-7.611798287345385,-7.751196172248803,-7.907425265188042
1023,Elvillar/Bilar,2.586206896551724,4.261363636363636,1.4044943820224718,1.3774104683195594,-1.9230769230769231,-4.35967302452316,-5.866666666666666,-4.825737265415549,-3.551912568306011,-0.5714285714285714,-6.460674157303371,-7.563025210084033,-11.38211382113821,-13.896457765667575,-13.29639889196676,-13.31521739130435
1027,Iruraiz-Gauna,19.11764705882353,22.54196642685851,28.365384615384613,25.52204176334107,15.659955257270694,11.816192560175056,11.135371179039302,10.53763440860215,10.87866108786611,9.071729957805907,7.039337474120083,9.465020576131687,7.302231237322515,5.088062622309197,1.3108614232209739,2.2181146025878005
1028,Labastida/Bastida,38.909426987060996,24.97875955819881,23.01255230125523,21.319388576025744,15.764705882352942,15.605590062111801,12.980030721966207,9.44527736131934,4.529115744069015,0.7670850767085077,-1.5593220338983051,0.9314703925482368,2.5435073627844713,4.554724677090414,6.530612244897959,3.7798408488063657
1030,Lagrán,0.0,-8.717948717948717,-6.598984771573605,-10.891089108910892,-14.572864321608039,-17.857142857142858,-14.659685863874344,-13.846153846153847,-13.541666666666666,-17.277486910994764,-19.072164948453608,-14.736842105263156,-8.064516129032258,-1.6853932584269662,-6.521739130434782,-5.555555555555555
1031,Laguardia,5.832747716092762,7.310149041873669,9.723207948899928,9.631728045325778,7.909604519774012,4.906703524533517,3.896103896103896,-0.13513513513513514,-0.6068779501011463,1.3468013468013467,0.6738544474393532,-3.4528552456839305,-3.0463576158940397,-1.917989417989418,-4.786545924967658,-4.521963824289406
1032,Lanciego/Lantziego,5.076923076923077,7.906976744186046,6.230529595015576,5.061349693251533,4.740061162079511,2.5602409638554215,4.78395061728395,5.909797822706065,1.9696969696969695,-0.8915304606240713,0.5822416302765648,3.806734992679356,2.2156573116691285,4.022988505747127,3.812316715542522,0.0
