Mun_Code,Mun,pop_1996_2024 (k=28)
16073,Cervera del Llano,-34.6875
16074,"Cierva, La",-35.0
16078,Cuenca,22.170900692840647
16079,Cueva del Hierro,-44.44444444444444
16081,Chumillas,17.02127659574468
16082,Enguídanos,-46.931407942238266
16083,Fresneda de Altarejos,-59.57446808510638
16084,Fresneda de la Sierra,-45.33333333333333
16085,"Frontera, La",-31.797235023041477
16086,Fuente de Pedro Naharro,3.507340946166395
16087,Fuentelespino de Haro,-26.865671641791046
16088,Fuentelespino de Moya,-33.54430379746836
16089,Fuentes,-8.949416342412452
16091,Fuertescusa,-45.66929133858268
16092,Gabaldón,-12.637362637362637
16093,Garaballa,-61.63522012578616
16094,Gascueña,-22.15568862275449
16095,Graja de Campalbo,-41.78082191780822
16096,Graja de Iniesta,0.5633802816901409
16097,Henarejos,-54.82758620689655
16098,"Herrumblar, El",0.3836317135549872
16099,"Hinojosa, La",-46.42857142857143
16100,"Hinojosos, Los",-36.13817537643932
16101,"Hito, El",-47.15447154471545
16102,Honrubia,-6.375227686703097
16103,Hontanaya,-47.97570850202429
16104,Hontecillas,-44.44444444444444
16106,Horcajo de Santiago,4.190951984457397
16107,Huélamo,-57.57575757575758
16108,Huelves,10.0
16109,Huérguina,-58.490566037735846
16110,Huerta de la Obispalía,-16.129032258064516
16111,Huerta del Marquesado,-20.642201834862387
16112,Huete,-22.036799315361574
16113,Iniesta,19.33016877637131
16115,Laguna del Marquesado,-25.31645569620253
16116,Lagunaseca,-57.01754385964912
16117,Landete,-26.45278450363196
16118,Ledaña,-20.614469772051535
16119,Leganiel,-9.9601593625498
16121,"Majadas, Las",-44.642857142857146
16122,Mariana,-5.9880239520958085
16123,Masegosa,-54.074074074074076
16124,"Mesas, Las",-11.942613416052733
16125,Minglanilla,-1.7766497461928936
16126,Mira,-20.052083333333336
16128,Monreal del Llano,-50.54945054945055
16129,Montalbanejo,-61.46788990825688
16130,Montalbo,-7.8431372549019605
16131,Monteagudo de las Salinas,1.639344262295082
16132,Mota de Altarejos,-55.00000000000001
16133,Mota del Cuervo,11.250454380225372
16134,Motilla del Palancar,24.85537602234191
16135,Moya,-47.14285714285714
16137,Narboneta,-62.60869565217392
16139,Olivares de Júcar,-50.5
16140,Olmeda de la Cuesta,-62.96296296296296
16141,Olmeda del Rey,-51.574803149606296
16142,Olmedilla de Alarcón,-41.284403669724774
16143,Olmedilla de Eliz,-47.22222222222222
16145,Osa de la Vega,-35.043988269794724
16146,Pajarón,-46.42857142857143
16147,Pajaroncillo,-36.734693877551024
16148,Palomares del Campo,-46.53179190751445
16149,Palomera,11.046511627906977
16150,Paracuellos,-38.125
16151,Paredes,-9.333333333333334
16152,"Parra de las Vegas, La",-46.96969696969697
16153,"Pedernoso, El",-17.442719881744274
16154,"Pedroñeras, Las",1.08560794044665
16155,"Peral, El",-10.989010989010989
16156,"Peraleja, La",-53.41614906832298
16157,"Pesquera, La",-16.428571428571427
16158,"Picazo, El",-4.477611940298507
16159,Pinarejo,-63.06122448979592
16160,Pineda de Gigüela,-67.83625730994152
16161,Piqueras del Castillo,-55.55555555555556
16162,Portalrubio de Guadamejud,-60.0
16163,Portilla,-39.0
16165,Poyatos,-40.33613445378151
16166,Pozoamargo,-19.20731707317073
16167,Pozorrubio de Santiago,-43.51005484460695
16169,"Pozuelo, El",-59.43396226415094
16170,Priego,-9.75609756097561
16171,"Provencio, El",-10.205635948210205
16172,Puebla de Almenara,-46.206896551724135
16173,"Valle de Altomira, El",-46.47519582245431
16174,Puebla del Salvador,-37.85488958990536
16175,Quintanar del Rey,23.152871482639462
16176,Rada de Haro,-29.850746268656714
16177,Reíllo,-33.76623376623377
16181,Rozalén del Monte,-57.14285714285714
16185,Saceda-Trasierra,-56.84210526315789
16186,Saelices,-36.43835616438356
16187,Salinas del Manzano,-44.44444444444444
16188,Salmeroncillos,-46.31578947368421
16189,Salvacañete,-17.94871794871795
16190,San Clemente,3.714981729598051
16191,San Lorenzo de la Parrilla,-26.171875
16192,San Martín de Boniches,-64.86486486486487
16193,San Pedro Palmiches,-49.549549549549546
16194,Santa Cruz de Moya,-47.98206278026906
16195,Santa María del Campo Rus,-36.2089914945322
16196,Santa María de los Llanos,-22.952710495963093
16197,Santa María del Val,-50.39370078740157
16198,Sisante,-8.941305540318156
16199,Solera de Gabaldón,-26.666666666666668
16202,Talayuelas,-26.31578947368421
16203,Tarancón,45.62986553432413
16204,Tébar,-28.00982800982801
16205,Tejadillos,-44.32432432432433
16206,Tinajas,-48.68421052631579
16209,Torralba,-44.05940594059406
16211,Torrejoncillo del Rey,-55.112881806108895
16212,Torrubia del Campo,-16.353887399463808
16213,Torrubia del Castillo,-8.695652173913043
16215,Tragacete,-32.55813953488372
16216,Tresjuncos,-52.01465201465202
16217,Tribaldos,-30.0
16218,Uclés,-21.666666666666668
16219,Uña,-37.76223776223776
16224,Valdemeca,-29.914529914529915
16225,Valdemorillo de la Sierra,-48.148148148148145
16227,Valdemoro-Sierra,-43.103448275862064
16228,Valdeolivas,-36.677115987460816
16231,Valhermoso de la Fuente,-7.8125
16234,Valsalobre,-65.51724137931035
16236,Valverde de Júcar,-22.198581560283685
16237,Valverdejo,-43.506493506493506
16238,Vara de Rey,-37.416777629826896
16239,Vega del Codorno,-40.66390041493776
16240,Vellisca,-34.89583333333333
16242,Villaconejos de Trabaque,-40.25735294117647
16243,Villaescusa de Haro,-27.37341772151899
16244,Villagarcía del Llano,-24.148296593186373
16245,Villalba de la Sierra,6.25
16246,Villalba del Rey,-34.90566037735849
16247,Villalgordo del Marquesado,-56.16438356164384
16248,Villalpardo,-10.95280498664292
16249,Villamayor de Santiago,-16.16554651574107
16250,Villanueva de Guadamejud,-59.23076923076923
16251,Villanueva de la Jara,-5.454545454545454
16253,Villar de Cañas,-19.65065502183406
16254,Villar de Domingo García,-26.87074829931973
16255,Villar de la Encina,-38.429752066115704
16258,Villar del Humo,-64.9402390438247
16259,Villar del Infantado,-36.734693877551024
16263,Villar de Olalla,72.40592930444699
16264,Villarejo de Fuentes,-52.2673031026253
16265,Villarejo de la Peñuela,-50.0
16266,Villarejo-Periesteban,-31.82640144665461
16269,Villares del Saz,-33.82352941176471
16270,Villarrubio,-9.361702127659575
16271,Villarta,4.182041820418204
16272,Villas de la Ventosa,-44.611528822055135
16273,Villaverde y Pasaconsol,-27.37556561085973
16274,Víllora,-51.526717557251914
16275,Vindel,-38.46153846153847
16276,Yémeda,-38.70967741935484
16277,Zafra de Záncara,-61.702127659574465
16278,Zafrilla,-61.87050359712231
16279,Zarza de Tajo,-1.4388489208633095
16280,Zarzuela,-45.666666666666664
16901,Campos del Paraíso,-45.50042052144659
16902,Valdetórtola,-19.078947368421055
16903,"Valeras, Las",8.385308385308385
16904,Fuentenava de Jábaga,115.54770318021201
16905,Arcas,273.5973597359736
16906,"Valdecolmenas, Los",-48.175182481751825
16908,Pozorrubielos de la Mancha,-45.1505016722408
16909,Sotorribas,-28.15040650406504
16910,Villar y Velasco,-46.09929078014184
17001,Agullana,46.849757673667206
17002,Aiguaviva,85.64814814814815
17003,Albanyà,36.58536585365854
17004,Albons,61.79337231968811
17005,"Far d'Empordà, El",55.72139303482587
17006,Alp,70.7509881422925
17007,Amer,6.107205623901582
17008,Anglès,24.743991640543364
17009,Arbúcies,52.28167709057215
17010,Argelaguer,25.20775623268698
17011,"Armentera, L'",42.857142857142854
17012,Avinyonet de Puigventós,256.02536997885835
17013,Begur,39.684106614017765
17014,"Vajol, La",14.285714285714285
17015,Banyoles,43.09829802014589
17016,Bàscara,37.27272727272727
17018,Bellcaire d'Empordà,51.33470225872689
17019,Besalú,27.17872968980798
17020,Bescanó,73.0976430976431
17021,Beuda,70.0
17022,"Bisbal d'Empordà, La",45.90982889971275
17023,Blanes,52.267888716486844
17024,Bolvir,102.85714285714285
17025,Bordils,37.81512605042017
17026,Borrassà,53.677932405566594
17027,Breda,21.1840888066605
17028,Brunyola i Sant Martí Sapresa,5.053191489361701
17029,Boadella i les Escaules,18.181818181818183
17030,Cabanes,27.01298701298701
17031,Cabanelles,23.788546255506606
17032,Cadaqués,57.55939524838013
17033,Caldes de Malavella,136.49249583101724
17034,Calonge i Sant Antoni,111.17969821673526
17035,Camós,14.492753623188406
17036,Campdevànol,-2.5395876904690766
17037,Campelles,29.92125984251969
17038,Campllong,94.28571428571428
17039,Camprodon,9.488734835355286
17040,Canet d'Adri,47.912524850894634
17041,Cantallops,30.566037735849054
17042,Capmany,75.88832487309645
17043,Queralbs,7.291666666666667
17044,Cassà de la Selva,47.32094776521271
17046,Castellfollit de la Roca,-4.870775347912525
17047,Castelló d'Empúries,151.82194616977225
17048,"Castell d'Aro, Platja d'Aro i s'Agaró",150.7436739424377
17049,Celrà,120.4996034892942
17050,Cervià de Ter,51.7503805175038
17051,Cistella,39.33649289099526
17052,Siurana,17.647058823529413
17054,Colera,16.350710900473935
17055,Colomers,-3.30188679245283
17056,Cornellà del Terri,32.33665559246955
17057,Corçà,11.381407471763684
17058,Crespià,17.370892018779344
17060,Darnius,3.2015065913371
17061,Das,86.20689655172413
17062,"Escala, L'",98.0440562096468
17063,Espinelves,45.14285714285714
17064,Espolla,4.040404040404041
17065,Esponellà,8.415841584158416
17066,Figueres,47.40477123985885
17067,Flaçà,34.5475910693302
17068,Foixà,-7.886435331230284
17069,Fontanals de Cerdanya,41.22340425531915
17070,Fontanilles,41.17647058823529
17071,Fontcoberta,48.07881773399015
17073,Fornells de la Selva,112.61467889908256
17074,Fortià,65.15463917525773
17075,Garrigàs,47.96238244514107
17076,Garrigoles,24.161073825503358
17077,Garriguella,45.19519519519519
17078,Ger,71.52777777777779
17079,Girona,51.65495352527771
17080,Gombrèn,-18.672199170124482
17081,Gualta,55.18518518518518
17082,Guils de Cerdanya,86.18421052631578
17083,Hostalric,52.31243576567317
17084,Isòvol,74.60317460317461
17085,Jafre,13.823529411764707
17086,"Jonquera, La",42.95302013422819
17087,Juià,32.04633204633205
17088,Lladó,66.46586345381526
17089,Llagostera,75.74861367837337
17090,Llambilles,62.94642857142857
17091,Llanars,14.955357142857142
17092,Llançà,28.623471246422067
17093,Llers,49.81992797118848
17094,Llívia,68.83116883116884
17095,Lloret de Mar,155.48758546239654
17096,"Llosses, Les",-26.022304832713754
17097,Madremanya,58.791208791208796
17098,Maià de Montcal,53.43750000000001
17099,Meranges,60.0
17100,Masarac,20.242914979757085
17101,Massanes,72.0408163265306
17102,Maçanet de Cabrenys,20.436817472698905
17103,Maçanet de la Selva,144.0085810603739
17105,Mieres,16.333333333333332
17106,Mollet de Peralada,17.48633879781421
17107,Molló,12.312312312312311
17109,Montagut i Oix,29.701686121919586
17110,Mont-ras,12.666666666666668
17111,Navata,114.45255474452554
17112,Ogassa,-11.020408163265307
17114,Olot,41.26337238920021
17115,Ordis,41.342756183745585
17116,Osor,-17.87819253438114
17117,Palafrugell,40.43807432237184
17118,Palamós,30.985322002949644
17119,Palau de Santa Eulàlia,44.680851063829785
17120,Palau-saverdera,99.60159362549801
17121,Palau-sator,4.895104895104895
17123,Palol de Revardit,27.397260273972602
17124,Pals,44.40677966101695
17125,Pardines,15.827338129496402
17126,Parlavà,26.706231454005934
17128,Pau,48.60050890585242
17129,Pedret i Marzà,67.85714285714286
17130,"Pera, La",26.76056338028169
17132,Peralada,78.46556233653008
17133,"Planes d'Hostoles, Les",0.17211703958691912
17134,Planoles,15.471698113207546
17135,Pont de Molins,33.33333333333333
17136,Pontós,34.25925925925926
17137,Porqueres,46.50808173223544
17138,Portbou,-32.96158612143743
17139,"Preses, Les",45.06405425772419
17140,"Port de la Selva, El",30.50430504305043
17141,Puigcerdà,57.457520453115166
17142,Quart,93.07583608101743
17143,Rabós,55.4054054054054
17144,Regencós,0.3597122302158274
17145,Ribes de Freser,-14.332096474953618
17146,Riells i Viabrea,214.83554933519943
17147,Ripoll,-1.9801980198019802
17148,Riudarenes,101.23456790123457
17149,Riudaura,35.98971722365039
17150,Riudellots de la Selva,46.21160409556314
17151,Riumors,32.323232323232325
17152,Roses,77.32299921623269
17153,Rupià,79.34782608695652
17154,Sales de Llierca,139.3939393939394
17155,Salt,57.55378967424137
17157,Sant Andreu Salou,17.80821917808219
17158,Sant Climent Sescebes,69.59798994974874
17159,Sant Feliu de Buixalleu,30.654761904761905
17160,Sant Feliu de Guíxols,29.64733674559874
17161,Sant Feliu de Pallerols,53.67847411444142
17162,Sant Ferriol,23.93617021276596
17163,Sant Gregori,99.2018779342723
17164,Sant Hilari Sacalm,18.12796208530806
17165,Sant Jaume de Llierca,11.563731931668856
17166,Sant Jordi Desvalls,48.12925170068027
17167,Sant Joan de les Abadesses,-11.043753294675804
17168,Sant Joan de Mollet,43.32425068119891
17169,Sant Julià de Ramis,87.64160659114314
17170,Vallfogona de Ripollès,-3.4782608695652173
17171,Sant Llorenç de la Muga,96.94656488549617
17172,Sant Martí de Llémena,89.78494623655914
17173,Sant Martí Vell,42.7027027027027
17174,Sant Miquel de Campmajor,22.115384615384613
17175,Sant Miquel de Fluvià,45.65972222222222
17176,Sant Mori,14.788732394366196
17177,Sant Pau de Segúries,11.728395061728394
17178,Sant Pere Pescador,68.49624060150376
17180,Santa Coloma de Farners,62.50594954783436
17181,Santa Cristina d'Aro,140.11461318051576
17182,Santa Llogaia d'Àlguema,31.893687707641195
17183,Sant Aniol de Finestres,48.20717131474104
17184,Santa Pau,11.487889273356402
17185,Sant Joan les Fonts,13.333333333333334
17186,Sarrià de Ter,77.83641160949868
17187,"Saus, Camallera i Llampaies",27.738264580369844
17188,"Selva de Mar, La",20.87912087912088
17189,"Cellera de Ter, La",-0.983284169124877
17190,Serinyà,54.38144329896907
17191,Serra de Daró,31.60919540229885
17192,Setcases,19.375
17193,Sils,146.69603524229075
17194,Susqueda,11.494252873563218
17195,"Tallada d'Empordà, La",46.17737003058104
17196,Terrades,79.6875
17197,Torrent,-1.7045454545454544
17198,Torroella de Fluvià,144.30379746835442
17199,Torroella de Montgrí,62.063163344550865
17200,Tortellà,21.2298682284041
17201,Toses,37.410071942446045
17202,Tossa de Mar,62.83415520373735
17203,Ultramort,13.829787234042554
17204,Ullà,54.891994917407885
17205,Ullastret,6.995884773662551
17206,Urús,46.808510638297875
17207,"Vall d'en Bas, La",26.632572777340673
17208,"Vall de Bianya, La",25.46468401486989
17209,Vall-llobrega,207.1186440677966
17210,Ventalló,62.888482632541134
17211,Verges,8.89908256880734
17212,Vidrà,-1.744186046511628
17213,Vidreres,108.4981684981685
17214,Vilabertran,23.77358490566038
17215,Vilablareix,185.1095993953137
17216,Viladasens,16.483516483516482
17217,Viladamat,22.693266832917704
17218,Vilademuls,15.312916111850866
17220,Viladrau,35.33487297921478
17221,Vilafant,64.58032881453707
17222,Vilaür,45.2991452991453
17223,Vilajuïga,37.73364485981308
17224,Vilallonga de Ter,-5.048076923076923
17225,Vilamacolum,49.2063492063492
17226,Vilamalla,101.32013201320132
17227,Vilamaniscle,57.03125
17228,Vilanant,48.33948339483395
17230,Vila-sacra,131.05413105413106
17232,Vilopriu,24.84472049689441
17233,Vilobí d'Onyar,54.834189631013544
17234,Biure,0.0
17901,"Cruïlles, Monells i Sant Sadurní de l'Heura",20.928116469517743
17902,Forallac,8.14451928965095
17903,Sant Julià del Llor i Bonmatí,50.21881838074398
18001,Agrón,-44.54545454545455
18002,Alamedilla,-46.077457795431975
18003,Albolote,57.26214371738257
18004,Albondón,-40.26845637583892
18005,Albuñán,-17.092337917485263
18006,Albuñol,32.17750628817823
18007,Albuñuelas,-40.25583145221972
18010,Aldeire,-24.873096446700508
18011,Alfacar,37.35454761339349
18012,Algarinejo,-56.133759158369344
18013,Alhama de Granada,-5.448771519304697
18014,Alhendín,153.2018504991478
18015,Alicún de Ortega,-42.017879948914434
18016,Almegíjar,-24.418604651162788
18017,Almuñécar,27.19355439642325
18018,Alquife,-45.284872298624755
18020,Arenas del Rey,-70.46004842615012
18021,Armilla,97.56590714674547
18022,Atarfe,94.5131228604032
18023,Baza,-0.5946337926033357
18024,Beas de Granada,0.19860973187686196
18025,Beas de Guadix,-20.40302267002519
18027,Benalúa,-0.5361930294906166
18028,Benalúa de las Villas,-26.757532281205165
18029,Benamaurel,-10.410849621061029
18030,Bérchules,-20.20665901262916
18032,Bubión,-20.865139949109416
18033,Busquístar,-18.51851851851852
18034,Cacín,-35.688622754491014
18035,Cádiar,-13.511972633979475
18036,Cájar,98.41040462427746
18037,Calicasas,5.448717948717949
18038,Campotéjar,-13.541666666666666
18039,Caniles,-26.34357910616632
18040,Cáñar,23.88535031847134
18042,Capileira,0.6993006993006993
18043,Carataunas,11.822660098522167
18044,Cástaras,-35.97560975609756
18045,Castilléjar,-39.198113207547166
18046,Castril,-35.83306162373655
18047,Cenes de la Vega,107.08936595107339
18048,Cijuela,148.42809364548495
18049,Cogollos de Guadix,-19.924812030075188
18050,Cogollos de la Vega,2.407862407862408
18051,Colomera,-25.175644028103044
18053,Cortes de Baza,-41.38607388035306
18054,Cortes y Graena,-5.847953216374268
18056,Cúllar,-24.72748135398738
18057,Cúllar Vega,194.01355421686748
18059,Chauchina,45.65381708238851
18061,Chimeneas,-19.819238218205292
18062,Churriana de la Vega,158.4855992567358
18063,Darro,4.115479115479116
18064,Dehesas de Guadix,-46.28330995792426
18065,Dehesas Viejas,
18066,Deifontes,3.2690035447026387
18067,Diezma,-17.431192660550458
18068,Dílar,49.131832797427656
18069,Dólar,-6.046511627906977
18070,Dúdar,29.06574394463668
18071,Dúrcal,18.921148135928735
18072,Escúzar,-4.6275395033860045
18074,Ferreira,-23.869346733668344
18076,Fonelas,-26.186830015313934
18077,Fornes,
18078,Freila,-18.623124448367168
18079,Fuente Vaqueros,16.38147961751384
18082,Galera,-21.73913043478261
18083,Gobernador,-40.15151515151515
18084,Gójar,100.63291139240506
18085,Gor,-40.52757793764988
18086,Gorafe,-36.02058319039451
18087,Granada,-5.260950985181567
18088,Guadahortuna,-21.59383033419023
18089,Guadix,-7.804037419990152
18093,Gualchos,77.55852842809364
18094,Güéjar Sierra,7.8510873571691855
18095,Güevéjar,77.09720372836219
18096,Huélago,-47.58418740849194
18097,Huéneja,-11.43717080511663
18098,Huéscar,-13.56195483331342
18099,Huétor de Santillán,14.878482513337286
18100,Huétor Tájar,30.375719006241585
18101,Huétor Vega,53.982965931863724
18102,Íllora,-8.141150319533203
18103,Ítrabo,-9.125475285171103
18105,Iznalloz,-23.13199105145414
18106,Játar,
18107,Jayena,-33.130493576741046
18108,Jérez del Marquesado,-18.451400329489292
18109,Jete,31.962864721485413
18111,Jun,166.90276883451384
18112,Juviles,-26.203208556149733
18114,"Calahorra, La",-28.84012539184953
18115,Láchar,63.85438972162741
18116,Lanjarón,-7.831780407957694
18117,Lanteira,-20.497803806734993
18119,Lecrín,-6.435643564356436
18120,Lentegí,-1.6853932584269662
18121,Lobras,-29.47368421052631
18122,Loja,4.06349840255591
18123,Lugros,-27.699530516431924
18124,Lújar,-14.86013986013986
18126,"Malahá, La",9.9882491186839
18127,Maracena,58.28307910606598
18128,Marchal,-5.9734513274336285
18132,Moclín,-25.57992408266554
18133,Molvízar,3.4090909090909087
18134,Monachil,69.6491919590067
18135,Montefrío,-28.56180985725828
18136,Montejícar,-32.801064537591486
18137,Montillana,-25.56338028169014
18138,Moraleda de Zafayona,14.794419970631425
18140,Motril,18.514985292948566
18141,Murtas,-51.76600441501103
18143,Nigüelas,8.779631255487269
18144,Nívar,65.47987616099071
18145,Ogíjares,98.01498619692389
18146,Orce,-22.32746955345061
18147,Órgiva,10.238974159704682
18148,Otívar,-6.31768953068592
18149,Villa de Otura,117.37639325521579
18150,Padul,42.90424097107748
18151,Pampaneira,-6.26865671641791
18152,Pedro Martínez,-24.688115561391992
18153,Peligros,67.17743090362308
18154,"Peza, La",-24.539877300613497
18157,Pinos Genil,39.285714285714285
18158,Pinos Puente,-26.870056497175142
18159,Píñar,-25.457102672292546
18161,Polícar,2.307692307692308
18162,Polopos,33.466453674121404
18163,Pórtugos,-12.5
18164,Puebla de Don Fadrique,-16.685584562996596
18165,Pulianas,68.75562218890555
18167,Purullena,6.4663023679417115
18168,Quéntar,-16.843033509700174
18170,Rubite,1.187648456057007
18171,Salar,-5.666545586632765
18173,Salobreña,25.29691211401425
18174,Santa Cruz del Comercio,-8.035714285714286
18175,Santa Fe,23.64563932302211
18176,Soportújar,-3.4722222222222223
18177,Sorvilán,-26.368876080691646
18178,Torre-Cardela,-42.58064516129032
18179,Torvizcón,-39.23679060665362
18180,Trevélez,-12.125
18181,Turón,-44.96124031007752
18182,Ugíjar,-2.4380952380952383
18183,Válor,-35.546875
18184,Vélez de Benaudalla,13.616071428571427
18185,Ventas de Huelma,-3.9886039886039883
18187,Villanueva de las Torres,-48.71541501976285
18188,Villanueva Mesía,2.9656607700312176
18189,Víznar,34.36657681940701
18192,Zafarraya,-1.7063313875168389
18193,"Zubia, La",68.7221334230672
18194,Zújar,-10.569382884418683
18901,"Taha, La",-3.5578144853875475
18902,"Valle, El",-34.52131376659678
18903,Nevada,-22.708039492242595
18904,Alpujarra de la Sierra,-23.625922887612795
18905,"Gabias, Las",207.78775079197467
18906,"Guájares, Los",-18.596237337192477
18907,Valle del Zalabí,-12.710818593171535
18908,Villamena,-0.7897334649555774
18909,Morelábor,-38.40503672612802
18910,"Pinar, El",-32.34836702954899
18911,Vegas del Genil,347.6934253541591
18912,Cuevas del Campo,-23.292999135695766
18913,Zagra,-25.021061499578767
18914,Valderrubio,
18915,Domingo Pérez de Granada,
18916,Torrenueva Costa,
19001,Abánades,-52.0
19002,Ablanque,-53.503184713375795
19003,Adobes,-37.77777777777778
19004,Alaminos,-42.2680412371134
19005,Alarilla,11.38211382113821
19006,Albalate de Zorita,13.465346534653467
19007,Albares,16.923076923076923
19008,Albendiego,-15.384615384615385
19009,Alcocer,5.0
19010,Alcolea de las Peñas,-57.57575757575758
19011,Alcolea del Pinar,-17.84841075794621
19013,Alcoroches,-39.81042654028436
19015,Aldeanueva de Guadalajara,-0.9345794392523363
19016,Algar de Mesa,-50.0
19017,Algora,-15.04424778761062
19018,Alhóndiga,-31.25
19019,Alique,-59.45945945945946
19020,Almadrones,-26.373626373626376
19021,Almoguera,59.28074245939675
19022,Almonacid de Zorita,-32.54861821903787
19023,Alocén,-0.641025641025641
19024,Alovera,855.3445850914205
19027,Alustante,-48.943661971830984
19031,Angón,-83.72093023255815
19032,Anguita,-50.63291139240506
19033,Anquela del Ducado,-43.82022471910113
19034,Anquela del Pedregal,7.4074074074074066
19036,Aranzueque,7.317073170731707
19037,Arbancón,-30.476190476190478
19038,Arbeteta,-69.23076923076923
19039,Argecilla,-37.93103448275862
19040,Armallones,0.0
19041,Armuña de Tajuña,127.58620689655173
19042,Arroyo de las Fraguas,-37.735849056603776
19043,Atanzón,-22.727272727272727
19044,Atienza,-14.5748987854251
19045,Auñón,-40.225563909774436
19046,Azuqueca de Henares,124.15537375882096
19047,Baides,-47.42268041237113
19048,Baños de Tajo,-54.83870967741935
19049,Bañuelos,-59.375
19050,Barriopedro,-33.33333333333333
19051,Berninches,-64.0
19052,"Bodera, La",-65.51724137931035
19053,Brihuega,-9.190583682683005
19054,Budia,-27.027027027027028
19055,Bujalaro,-39.77272727272727
19057,Bustares,-37.03703703703704
19058,Cabanillas del Campo,395.79868708971554
19059,Campillo de Dueñas,-50.993377483443716
19060,Campillo de Ranas,25.6198347107438
19061,Campisábalos,21.21212121212121
19064,Canredondo,-25.0
19065,Cantalojas,-24.516129032258064
19066,Cañizar,-41.6
19067,"Cardoso de la Sierra, El",-51.45631067961165
19070,Casa de Uceda,-6.722689075630252
19071,"Casar, El",513.3213321332133
19073,Casas de San Galindo,-51.21951219512195
19074,Caspueñas,64.19753086419753
19075,Castejón de Henares,-54.263565891472865
19076,Castellar de la Muela,-65.45454545454545
19078,Castilforte,5.660377358490567
19079,Castilnuevo,-33.33333333333333
19080,Cendejas de Enmedio,-44.96124031007752
19081,Cendejas de la Torre,-78.76106194690266
19082,Centenera,86.66666666666667
19086,Cifuentes,-29.272349272349274
19087,Cincovillas,-50.0
19088,Ciruelas,51.08695652173913
19089,Ciruelos del Pinar,-59.70149253731343
19090,Cobeta,-20.155038759689923
19091,Cogollor,-68.85245901639344
19092,Cogolludo,-11.92368839427663
19095,Condemios de Abajo,-56.25
19096,Condemios de Arriba,-38.25136612021858
19097,Congostrina,-60.46511627906976
19098,Copernal,43.75
19099,Corduente,-39.70893970893971
19102,"Cubillo de Uceda, El",-23.239436619718308
19103,Checa,-36.53395784543326
19104,Chequilla,-33.33333333333333
19105,Chiloeches,257.69569041336854
19106,Chillarón del Rey,-38.68613138686132
19107,Driebes,-6.043956043956044
19108,Durón,0.9090909090909091
19109,Embid,-50.0
19110,Escamilla,-55.47945205479452
19111,Escariche,-15.909090909090908
19112,Escopete,16.176470588235293
19113,Espinosa de Henares,27.071823204419886
19114,Esplegares,-47.61904761904761
19115,Establés,-38.18181818181819
19116,Estriégana,-58.620689655172406
19117,Fontanar,192.35033259423503
19118,Fuembellida,-17.647058823529413
19119,Fuencemillán,-34.61538461538461
19120,Fuentelahiguera de Albatages,-39.175257731958766
19121,Fuentelencina,92.16867469879519
19122,Fuentelsaz,-46.794871794871796
19123,Fuentelviejo,-30.864197530864196
19124,Fuentenovilla,156.8281938325991
19125,Gajanejos,-43.75
19126,Galápagos,1094.782608695652
19127,Galve de Sorbe,-43.786982248520715
19129,Gascueña de Bornova,-50.0
19130,Guadalajara,35.466710377302256
19132,Henche,9.090909090909092
19133,Heras de Ayuso,86.5079365079365
19134,Herrería,-59.523809523809526
19135,Hiendelaencina,-25.170068027210885
19136,Hijes,-22.22222222222222
19138,Hita,14.13793103448276
19139,Hombrados,-20.37037037037037
19142,Hontoba,137.2972972972973
19143,Horche,113.38181818181819
19145,Hortezuela de Océn,-60.71428571428571
19146,"Huerce, La",30.952380952380953
19147,Huérmeces del Cerro,-40.0
19148,Huertahernando,-17.142857142857142
19150,Hueva,-23.841059602649008
19151,Humanes,42.72
19152,Illana,30.91168091168091
19153,Iniéstola,-10.0
19154,"Inviernas, Las",-45.91836734693878
19155,Irueste,14.666666666666666
19156,Jadraque,16.920609462710505
19157,Jirueque,-22.950819672131146
19159,Ledanca,-34.868421052631575
19160,Loranca de Tajuña,427.2131147540984
19161,Lupiana,16.906474820143885
19162,Luzaga,-45.16129032258064
19163,Luzón,-37.634408602150536
19165,Majaelrayo,-1.7241379310344827
19166,Málaga del Fresno,-23.766816143497756
19167,Malaguilla,32.69230769230769
19168,Mandayona,-38.13559322033898
19169,Mantiel,-58.108108108108105
19170,Maranchón,-16.793893129770993
19171,Marchamalo,
19172,Masegoso de Tajuña,-23.809523809523807
19173,Matarrubia,57.99999999999999
19174,Matillas,-48.888888888888886
19175,Mazarete,-68.96551724137932
19176,Mazuecos,-28.607594936708864
19177,Medranda,-51.33333333333333
19178,Megina,-68.96551724137932
19179,Membrillera,-5.825242718446602
19181,Miedes de Atienza,-48.69565217391305
19182,"Mierla, La",-13.636363636363635
19183,Milmarcos,-31.372549019607842
19184,Millana,2.479338842975207
19185,"Miñosa, La",-33.33333333333333
19186,Mirabueno,-30.89430894308943
19187,Miralrío,-35.294117647058826
19188,Mochales,-72.44094488188976
19189,Mohernando,15.492957746478872
19190,Molina de Aragón,-7.055823179370926
19191,Monasterio,-28.57142857142857
19192,Mondéjar,37.180700094607374
19193,Montarrón,-50.0
19194,Moratilla de los Meleros,-16.52173913043478
19195,Morenilla,-17.24137931034483
19196,Muduex,-12.8
19197,"Navas de Jadraque, Las",72.72727272727273
19198,Negredo,-48.0
19199,Ocentejo,-69.38775510204081
19200,"Olivar, El",-26.31578947368421
