Year,Mun_Code,Mun,Area_km2,Pop_Density
2019,05139,Muñogrande,16.1579,4.08
2020,05139,Muñogrande,16.1579,4.33
2021,05139,Muñogrande,16.1579,4.39
2022,05139,Muñogrande,16.1579,4.52
2023,05139,Muñogrande,16.1579,4.39
2024,05139,Muñogrande,16.1579,4.58
1996,05140,Muñomer del Peco,10.0866,14.18
1998,05140,Muñomer del Peco,10.0866,13.58
1999,05140,Muñomer del Peco,10.0866,13.28
2000,05140,Muñomer del Peco,10.0866,13.09
2001,05140,Muñomer del Peco,10.0866,12.59
2002,05140,Muñomer del Peco,10.0866,12.29
2003,05140,Muñomer del Peco,10.0866,12.19
2004,05140,Muñomer del Peco,10.0866,12.19
2005,05140,Muñomer del Peco,10.0866,12.49
2006,05140,Muñomer del Peco,10.0866,12.69
2007,05140,Muñomer del Peco,10.0866,12.69
2008,05140,Muñomer del Peco,10.0866,14.47
2009,05140,Muñomer del Peco,10.0866,14.97
2010,05140,Muñomer del Peco,10.0866,14.57
2011,05140,Muñomer del Peco,10.0866,14.18
2012,05140,Muñomer del Peco,10.0866,13.78
2013,05140,Muñomer del Peco,10.0866,13.28
2014,05140,Muñomer del Peco,10.0866,13.28
2015,05140,Muñomer del Peco,10.0866,12.99
2016,05140,Muñomer del Peco,10.0866,12.69
2017,05140,Muñomer del Peco,10.0866,12.79
2018,05140,Muñomer del Peco,10.0866,12.69
2019,05140,Muñomer del Peco,10.0866,11.7
2020,05140,Muñomer del Peco,10.0866,10.81
2021,05140,Muñomer del Peco,10.0866,10.71
2022,05140,Muñomer del Peco,10.0866,10.81
2023,05140,Muñomer del Peco,10.0866,11.1
2024,05140,Muñomer del Peco,10.0866,11.0
1996,05141,Muñopepe,6.0176,17.62
1998,05141,Muñopepe,6.0176,16.78
1999,05141,Muñopepe,6.0176,17.62
2000,05141,Muñopepe,6.0176,17.62
2001,05141,Muñopepe,6.0176,17.28
2002,05141,Muñopepe,6.0176,16.78
2003,05141,Muñopepe,6.0176,17.62
2004,05141,Muñopepe,6.0176,17.28
2005,05141,Muñopepe,6.0176,18.61
2006,05141,Muñopepe,6.0176,17.95
2007,05141,Muñopepe,6.0176,17.28
2008,05141,Muñopepe,6.0176,16.45
2009,05141,Muñopepe,6.0176,17.28
2010,05141,Muñopepe,6.0176,16.78
2011,05141,Muñopepe,6.0176,16.95
2012,05141,Muñopepe,6.0176,17.62
2013,05141,Muñopepe,6.0176,17.28
2014,05141,Muñopepe,6.0176,19.28
2015,05141,Muñopepe,6.0176,18.61
2016,05141,Muñopepe,6.0176,18.28
2017,05141,Muñopepe,6.0176,17.62
2018,05141,Muñopepe,6.0176,17.12
2019,05141,Muñopepe,6.0176,16.62
2020,05141,Muñopepe,6.0176,16.78
2021,05141,Muñopepe,6.0176,16.45
2022,05141,Muñopepe,6.0176,16.95
2023,05141,Muñopepe,6.0176,17.12
2024,05141,Muñopepe,6.0176,17.28
1996,05142,Muñosancho,19.7152,9.13
1998,05142,Muñosancho,19.7152,8.57
1999,05142,Muñosancho,19.7152,8.42
2000,05142,Muñosancho,19.7152,8.47
2001,05142,Muñosancho,19.7152,8.37
2002,05142,Muñosancho,19.7152,7.86
2003,05142,Muñosancho,19.7152,7.46
2004,05142,Muñosancho,19.7152,7.25
2005,05142,Muñosancho,19.7152,7.0
2006,05142,Muñosancho,19.7152,6.7
2007,05142,Muñosancho,19.7152,6.09
2008,05142,Muñosancho,19.7152,5.99
2009,05142,Muñosancho,19.7152,5.78
2010,05142,Muñosancho,19.7152,6.14
2011,05142,Muñosancho,19.7152,6.29
2012,05142,Muñosancho,19.7152,6.19
2013,05142,Muñosancho,19.7152,5.99
2014,05142,Muñosancho,19.7152,5.58
2015,05142,Muñosancho,19.7152,5.28
2016,05142,Muñosancho,19.7152,5.22
2017,05142,Muñosancho,19.7152,5.17
2018,05142,Muñosancho,19.7152,4.87
2019,05142,Muñosancho,19.7152,4.67
2020,05142,Muñosancho,19.7152,4.62
2021,05142,Muñosancho,19.7152,4.62
2022,05142,Muñosancho,19.7152,4.51
2023,05142,Muñosancho,19.7152,4.46
2024,05142,Muñosancho,19.7152,4.46
1996,05143,Muñotello,19.9424,6.67
1998,05143,Muñotello,19.9424,6.42
1999,05143,Muñotello,19.9424,6.42
2000,05143,Muñotello,19.9424,6.42
2001,05143,Muñotello,19.9424,6.22
2002,05143,Muñotello,19.9424,5.87
2003,05143,Muñotello,19.9424,5.37
2004,05143,Muñotello,19.9424,5.37
2005,05143,Muñotello,19.9424,5.22
2006,05143,Muñotello,19.9424,5.32
2007,05143,Muñotello,19.9424,5.27
2008,05143,Muñotello,19.9424,4.81
2009,05143,Muñotello,19.9424,4.61
2010,05143,Muñotello,19.9424,4.46
2011,05143,Muñotello,19.9424,3.96
2012,05143,Muñotello,19.9424,3.81
2013,05143,Muñotello,19.9424,3.26
2014,05143,Muñotello,19.9424,3.06
2015,05143,Muñotello,19.9424,3.21
2016,05143,Muñotello,19.9424,3.11
2017,05143,Muñotello,19.9424,3.16
2018,05143,Muñotello,19.9424,3.11
2019,05143,Muñotello,19.9424,3.11
2020,05143,Muñotello,19.9424,2.91
2021,05143,Muñotello,19.9424,3.31
2022,05143,Muñotello,19.9424,2.81
2023,05143,Muñotello,19.9424,2.56
2024,05143,Muñotello,19.9424,2.46
1996,05144,Narrillos del Álamo,29.3545,5.89
1998,05144,Narrillos del Álamo,29.3545,5.86
1999,05144,Narrillos del Álamo,29.3545,5.66
2000,05144,Narrillos del Álamo,29.3545,5.59
2001,05144,Narrillos del Álamo,29.3545,5.55
2002,05144,Narrillos del Álamo,29.3545,5.14
2003,05144,Narrillos del Álamo,29.3545,4.67
2004,05144,Narrillos del Álamo,29.3545,4.67
2005,05144,Narrillos del Álamo,29.3545,4.36
2006,05144,Narrillos del Álamo,29.3545,4.16
2007,05144,Narrillos del Álamo,29.3545,4.02
2008,05144,Narrillos del Álamo,29.3545,3.47
2009,05144,Narrillos del Álamo,29.3545,3.44
2010,05144,Narrillos del Álamo,29.3545,3.44
2011,05144,Narrillos del Álamo,29.3545,3.27
2012,05144,Narrillos del Álamo,29.3545,3.1
2013,05144,Narrillos del Álamo,29.3545,3.17
2014,05144,Narrillos del Álamo,29.3545,3.13
2015,05144,Narrillos del Álamo,29.3545,2.9
2016,05144,Narrillos del Álamo,29.3545,2.83
2017,05144,Narrillos del Álamo,29.3545,2.66
2018,05144,Narrillos del Álamo,29.3545,2.62
2019,05144,Narrillos del Álamo,29.3545,2.45
2020,05144,Narrillos del Álamo,29.3545,2.45
2021,05144,Narrillos del Álamo,29.3545,2.42
2022,05144,Narrillos del Álamo,29.3545,2.15
2023,05144,Narrillos del Álamo,29.3545,2.04
2024,05144,Narrillos del Álamo,29.3545,2.01
1996,05145,Narrillos del Rebollar,17.4047,4.71
1998,05145,Narrillos del Rebollar,17.4047,4.54
1999,05145,Narrillos del Rebollar,17.4047,4.48
2000,05145,Narrillos del Rebollar,17.4047,4.31
2001,05145,Narrillos del Rebollar,17.4047,4.14
2002,05145,Narrillos del Rebollar,17.4047,3.96
2003,05145,Narrillos del Rebollar,17.4047,3.68
2004,05145,Narrillos del Rebollar,17.4047,3.73
2005,05145,Narrillos del Rebollar,17.4047,3.68
2006,05145,Narrillos del Rebollar,17.4047,3.62
2007,05145,Narrillos del Rebollar,17.4047,3.27
2008,05145,Narrillos del Rebollar,17.4047,3.05
2009,05145,Narrillos del Rebollar,17.4047,2.93
2010,05145,Narrillos del Rebollar,17.4047,2.93
2011,05145,Narrillos del Rebollar,17.4047,3.56
2012,05145,Narrillos del Rebollar,17.4047,3.45
2013,05145,Narrillos del Rebollar,17.4047,3.05
2014,05145,Narrillos del Rebollar,17.4047,2.93
2015,05145,Narrillos del Rebollar,17.4047,3.22
2016,05145,Narrillos del Rebollar,17.4047,2.99
2017,05145,Narrillos del Rebollar,17.4047,3.05
2018,05145,Narrillos del Rebollar,17.4047,2.87
2019,05145,Narrillos del Rebollar,17.4047,2.76
2020,05145,Narrillos del Rebollar,17.4047,2.47
2021,05145,Narrillos del Rebollar,17.4047,2.18
2022,05145,Narrillos del Rebollar,17.4047,2.3
2023,05145,Narrillos del Rebollar,17.4047,2.13
2024,05145,Narrillos del Rebollar,17.4047,1.95
1996,05147,Narros del Castillo,33.6042,8.06
1998,05147,Narros del Castillo,33.6042,7.71
1999,05147,Narros del Castillo,33.6042,7.32
2000,05147,Narros del Castillo,33.6042,7.14
2001,05147,Narros del Castillo,33.6042,6.96
2002,05147,Narros del Castillo,33.6042,6.81
2003,05147,Narros del Castillo,33.6042,6.46
2004,05147,Narros del Castillo,33.6042,6.34
2005,05147,Narros del Castillo,33.6042,6.13
2006,05147,Narros del Castillo,33.6042,5.8
2007,05147,Narros del Castillo,33.6042,5.71
2008,05147,Narros del Castillo,33.6042,5.48
2009,05147,Narros del Castillo,33.6042,5.39
2010,05147,Narros del Castillo,33.6042,5.39
2011,05147,Narros del Castillo,33.6042,5.42
2012,05147,Narros del Castillo,33.6042,5.56
2013,05147,Narros del Castillo,33.6042,5.54
2014,05147,Narros del Castillo,33.6042,5.59
2015,05147,Narros del Castillo,33.6042,5.36
2016,05147,Narros del Castillo,33.6042,5.09
2017,05147,Narros del Castillo,33.6042,4.94
2018,05147,Narros del Castillo,33.6042,4.79
2019,05147,Narros del Castillo,33.6042,4.61
2020,05147,Narros del Castillo,33.6042,4.49
2021,05147,Narros del Castillo,33.6042,4.73
2022,05147,Narros del Castillo,33.6042,4.55
2023,05147,Narros del Castillo,33.6042,4.4
2024,05147,Narros del Castillo,33.6042,4.52
1996,05148,Narros del Puerto,10.3716,3.95
1998,05148,Narros del Puerto,10.3716,3.86
1999,05148,Narros del Puerto,10.3716,4.05
2000,05148,Narros del Puerto,10.3716,4.72
2001,05148,Narros del Puerto,10.3716,4.82
2002,05148,Narros del Puerto,10.3716,4.44
2003,05148,Narros del Puerto,10.3716,4.44
2004,05148,Narros del Puerto,10.3716,4.24
2005,05148,Narros del Puerto,10.3716,4.15
2006,05148,Narros del Puerto,10.3716,3.57
2007,05148,Narros del Puerto,10.3716,3.57
2008,05148,Narros del Puerto,10.3716,5.21
2009,05148,Narros del Puerto,10.3716,3.95
2010,05148,Narros del Puerto,10.3716,3.95
2011,05148,Narros del Puerto,10.3716,4.24
2012,05148,Narros del Puerto,10.3716,3.66
2013,05148,Narros del Puerto,10.3716,2.99
2014,05148,Narros del Puerto,10.3716,2.6
2015,05148,Narros del Puerto,10.3716,2.6
2016,05148,Narros del Puerto,10.3716,2.51
2017,05148,Narros del Puerto,10.3716,2.22
2018,05148,Narros del Puerto,10.3716,2.12
2019,05148,Narros del Puerto,10.3716,2.31
2020,05148,Narros del Puerto,10.3716,2.22
2021,05148,Narros del Puerto,10.3716,2.8
2022,05148,Narros del Puerto,10.3716,2.99
2023,05148,Narros del Puerto,10.3716,2.7
2024,05148,Narros del Puerto,10.3716,2.7
1996,05149,Narros de Saldueña,9.4373,22.25
1998,05149,Narros de Saldueña,9.4373,21.09
1999,05149,Narros de Saldueña,9.4373,19.81
2000,05149,Narros de Saldueña,9.4373,18.12
2001,05149,Narros de Saldueña,9.4373,18.33
2002,05149,Narros de Saldueña,9.4373,17.38
2003,05149,Narros de Saldueña,9.4373,16.32
2004,05149,Narros de Saldueña,9.4373,15.68
2005,05149,Narros de Saldueña,9.4373,15.47
2006,05149,Narros de Saldueña,9.4373,14.94
2007,05149,Narros de Saldueña,9.4373,14.3
2008,05149,Narros de Saldueña,9.4373,14.62
2009,05149,Narros de Saldueña,9.4373,14.83
2010,05149,Narros de Saldueña,9.4373,14.62
2011,05149,Narros de Saldueña,9.4373,14.52
2012,05149,Narros de Saldueña,9.4373,13.78
2013,05149,Narros de Saldueña,9.4373,13.03
2014,05149,Narros de Saldueña,9.4373,12.29
2015,05149,Narros de Saldueña,9.4373,11.66
2016,05149,Narros de Saldueña,9.4373,11.02
2017,05149,Narros de Saldueña,9.4373,11.34
2018,05149,Narros de Saldueña,9.4373,10.7
2019,05149,Narros de Saldueña,9.4373,10.91
2020,05149,Narros de Saldueña,9.4373,11.23
2021,05149,Narros de Saldueña,9.4373,11.23
2022,05149,Narros de Saldueña,9.4373,11.23
2023,05149,Narros de Saldueña,9.4373,11.76
2024,05149,Narros de Saldueña,9.4373,11.23
1996,05151,Navacepedilla de Corneja,29.5034,5.08
1998,05151,Navacepedilla de Corneja,29.5034,5.02
1999,05151,Navacepedilla de Corneja,29.5034,4.98
2000,05151,Navacepedilla de Corneja,29.5034,4.88
2001,05151,Navacepedilla de Corneja,29.5034,4.75
2002,05151,Navacepedilla de Corneja,29.5034,4.47
2003,05151,Navacepedilla de Corneja,29.5034,5.63
2004,05151,Navacepedilla de Corneja,29.5034,5.36
2005,05151,Navacepedilla de Corneja,29.5034,4.91
2006,05151,Navacepedilla de Corneja,29.5034,4.58
2007,05151,Navacepedilla de Corneja,29.5034,4.34
2008,05151,Navacepedilla de Corneja,29.5034,3.63
2009,05151,Navacepedilla de Corneja,29.5034,3.83
2010,05151,Navacepedilla de Corneja,29.5034,3.59
2011,05151,Navacepedilla de Corneja,29.5034,3.9
2012,05151,Navacepedilla de Corneja,29.5034,3.93
2013,05151,Navacepedilla de Corneja,29.5034,3.86
2014,05151,Navacepedilla de Corneja,29.5034,3.86
2015,05151,Navacepedilla de Corneja,29.5034,3.69
2016,05151,Navacepedilla de Corneja,29.5034,3.53
2017,05151,Navacepedilla de Corneja,29.5034,3.32
2018,05151,Navacepedilla de Corneja,29.5034,3.32
2019,05151,Navacepedilla de Corneja,29.5034,3.12
2020,05151,Navacepedilla de Corneja,29.5034,3.19
2021,05151,Navacepedilla de Corneja,29.5034,3.08
2022,05151,Navacepedilla de Corneja,29.5034,3.08
2023,05151,Navacepedilla de Corneja,29.5034,3.19
2024,05151,Navacepedilla de Corneja,29.5034,3.39
1996,05152,Nava de Arévalo,58.2498,17.89
1998,05152,Nava de Arévalo,58.2498,17.29
1999,05152,Nava de Arévalo,58.2498,17.1
2000,05152,Nava de Arévalo,58.2498,16.93
2001,05152,Nava de Arévalo,58.2498,16.96
2002,05152,Nava de Arévalo,58.2498,17.01
2003,05152,Nava de Arévalo,58.2498,16.39
2004,05152,Nava de Arévalo,58.2498,16.22
2005,05152,Nava de Arévalo,58.2498,16.0
2006,05152,Nava de Arévalo,58.2498,15.93
2007,05152,Nava de Arévalo,58.2498,15.93
2008,05152,Nava de Arévalo,58.2498,15.67
2009,05152,Nava de Arévalo,58.2498,15.55
2010,05152,Nava de Arévalo,58.2498,14.94
2011,05152,Nava de Arévalo,58.2498,14.9
2012,05152,Nava de Arévalo,58.2498,14.71
2013,05152,Nava de Arévalo,58.2498,14.25
2014,05152,Nava de Arévalo,58.2498,14.06
2015,05152,Nava de Arévalo,58.2498,13.75
2016,05152,Nava de Arévalo,58.2498,13.3
2017,05152,Nava de Arévalo,58.2498,13.06
2018,05152,Nava de Arévalo,58.2498,12.93
2019,05152,Nava de Arévalo,58.2498,12.62
2020,05152,Nava de Arévalo,58.2498,12.33
2021,05152,Nava de Arévalo,58.2498,12.26
2022,05152,Nava de Arévalo,58.2498,11.93
2023,05152,Nava de Arévalo,58.2498,11.62
2024,05152,Nava de Arévalo,58.2498,11.38
1996,05153,Nava del Barco,29.3823,6.87
1998,05153,Nava del Barco,29.3823,6.84
1999,05153,Nava del Barco,29.3823,6.3
2000,05153,Nava del Barco,29.3823,5.85
2001,05153,Nava del Barco,29.3823,5.82
2002,05153,Nava del Barco,29.3823,5.65
2003,05153,Nava del Barco,29.3823,5.11
2004,05153,Nava del Barco,29.3823,4.87
2005,05153,Nava del Barco,29.3823,4.73
2006,05153,Nava del Barco,29.3823,4.53
2007,05153,Nava del Barco,29.3823,4.22
2008,05153,Nava del Barco,29.3823,3.98
2009,05153,Nava del Barco,29.3823,3.91
2010,05153,Nava del Barco,29.3823,4.12
2011,05153,Nava del Barco,29.3823,3.98
2012,05153,Nava del Barco,29.3823,3.74
2013,05153,Nava del Barco,29.3823,3.57
2014,05153,Nava del Barco,29.3823,3.47
2015,05153,Nava del Barco,29.3823,3.68
2016,05153,Nava del Barco,29.3823,3.57
2017,05153,Nava del Barco,29.3823,3.3
2018,05153,Nava del Barco,29.3823,3.17
2019,05153,Nava del Barco,29.3823,2.86
2020,05153,Nava del Barco,29.3823,2.69
2021,05153,Nava del Barco,29.3823,2.69
2022,05153,Nava del Barco,29.3823,2.96
2023,05153,Nava del Barco,29.3823,2.89
2024,05153,Nava del Barco,29.3823,2.82
1996,05154,Navadijos,19.8527,3.37
1998,05154,Navadijos,19.8527,3.22
1999,05154,Navadijos,19.8527,3.17
2000,05154,Navadijos,19.8527,3.02
2001,05154,Navadijos,19.8527,2.92
2002,05154,Navadijos,19.8527,2.77
2003,05154,Navadijos,19.8527,2.87
2004,05154,Navadijos,19.8527,2.87
2005,05154,Navadijos,19.8527,2.72
2006,05154,Navadijos,19.8527,2.72
2007,05154,Navadijos,19.8527,3.22
2008,05154,Navadijos,19.8527,3.12
2009,05154,Navadijos,19.8527,3.02
2010,05154,Navadijos,19.8527,2.87
2011,05154,Navadijos,19.8527,2.82
2012,05154,Navadijos,19.8527,2.32
2013,05154,Navadijos,19.8527,2.22
2014,05154,Navadijos,19.8527,2.01
2015,05154,Navadijos,19.8527,1.91
2016,05154,Navadijos,19.8527,2.07
2017,05154,Navadijos,19.8527,1.91
2018,05154,Navadijos,19.8527,1.71
2019,05154,Navadijos,19.8527,1.86
2020,05154,Navadijos,19.8527,1.56
2021,05154,Navadijos,19.8527,1.61
2022,05154,Navadijos,19.8527,1.86
2023,05154,Navadijos,19.8527,1.96
2024,05154,Navadijos,19.8527,1.46
1996,05155,Navaescurial,35.3168,3.14
1998,05155,Navaescurial,35.3168,2.69
1999,05155,Navaescurial,35.3168,2.49
2000,05155,Navaescurial,35.3168,2.38
2001,05155,Navaescurial,35.3168,2.27
2002,05155,Navaescurial,35.3168,2.24
2003,05155,Navaescurial,35.3168,2.12
2004,05155,Navaescurial,35.3168,2.1
2005,05155,Navaescurial,35.3168,2.1
2006,05155,Navaescurial,35.3168,2.1
2007,05155,Navaescurial,35.3168,1.93
2008,05155,Navaescurial,35.3168,1.81
2009,05155,Navaescurial,35.3168,1.64
2010,05155,Navaescurial,35.3168,1.67
2011,05155,Navaescurial,35.3168,1.81
2012,05155,Navaescurial,35.3168,1.7
2013,05155,Navaescurial,35.3168,1.64
2014,05155,Navaescurial,35.3168,1.53
2015,05155,Navaescurial,35.3168,1.7
2016,05155,Navaescurial,35.3168,1.61
2017,05155,Navaescurial,35.3168,1.56
2018,05155,Navaescurial,35.3168,1.3
2019,05155,Navaescurial,35.3168,1.44
2020,05155,Navaescurial,35.3168,1.27
2021,05155,Navaescurial,35.3168,1.3
2022,05155,Navaescurial,35.3168,1.25
2023,05155,Navaescurial,35.3168,1.47
2024,05155,Navaescurial,35.3168,1.5
1996,05156,Navahondilla,22.0598,6.17
1998,05156,Navahondilla,22.0598,6.21
1999,05156,Navahondilla,22.0598,6.03
2000,05156,Navahondilla,22.0598,6.35
2001,05156,Navahondilla,22.0598,6.48
2002,05156,Navahondilla,22.0598,7.57
2003,05156,Navahondilla,22.0598,7.93
2004,05156,Navahondilla,22.0598,8.75
2005,05156,Navahondilla,22.0598,11.24
2006,05156,Navahondilla,22.0598,12.28
2007,05156,Navahondilla,22.0598,13.78
2008,05156,Navahondilla,22.0598,14.1
2009,05156,Navahondilla,22.0598,15.19
2010,05156,Navahondilla,22.0598,14.73
2011,05156,Navahondilla,22.0598,15.91
2012,05156,Navahondilla,22.0598,15.5
2013,05156,Navahondilla,22.0598,15.41
2014,05156,Navahondilla,22.0598,14.82
2015,05156,Navahondilla,22.0598,15.19
2016,05156,Navahondilla,22.0598,14.69
2017,05156,Navahondilla,22.0598,14.51
2018,05156,Navahondilla,22.0598,14.05
2019,05156,Navahondilla,22.0598,13.78
2020,05156,Navahondilla,22.0598,14.55
2021,05156,Navahondilla,22.0598,16.23
2022,05156,Navahondilla,22.0598,16.59
2023,05156,Navahondilla,22.0598,16.23
2024,05156,Navahondilla,22.0598,16.0
1996,05157,Navalacruz,50.0253,6.88
1998,05157,Navalacruz,50.0253,6.56
1999,05157,Navalacruz,50.0253,6.3
2000,05157,Navalacruz,50.0253,6.26
2001,05157,Navalacruz,50.0253,5.9
2002,05157,Navalacruz,50.0253,5.54
2003,05157,Navalacruz,50.0253,5.36
2004,05157,Navalacruz,50.0253,5.4
2005,05157,Navalacruz,50.0253,5.3
2006,05157,Navalacruz,50.0253,5.28
2007,05157,Navalacruz,50.0253,5.08
2008,05157,Navalacruz,50.0253,5.26
2009,05157,Navalacruz,50.0253,5.24
2010,05157,Navalacruz,50.0253,5.44
2011,05157,Navalacruz,50.0253,5.76
2012,05157,Navalacruz,50.0253,5.58
2013,05157,Navalacruz,50.0253,5.22
2014,05157,Navalacruz,50.0253,5.18
2015,05157,Navalacruz,50.0253,5.18
2016,05157,Navalacruz,50.0253,5.02
2017,05157,Navalacruz,50.0253,4.86
2018,05157,Navalacruz,50.0253,4.94
2019,05157,Navalacruz,50.0253,4.94
2020,05157,Navalacruz,50.0253,4.52
2021,05157,Navalacruz,50.0253,4.42
2022,05157,Navalacruz,50.0253,4.3
2023,05157,Navalacruz,50.0253,4.36
2024,05157,Navalacruz,50.0253,4.08
1996,05158,Navalmoral,43.3435,14.65
1998,05158,Navalmoral,43.3435,14.42
1999,05158,Navalmoral,43.3435,14.17
2000,05158,Navalmoral,43.3435,13.7
2001,05158,Navalmoral,43.3435,13.2
2002,05158,Navalmoral,43.3435,12.6
2003,05158,Navalmoral,43.3435,11.74
2004,05158,Navalmoral,43.3435,11.54
2005,05158,Navalmoral,43.3435,11.07
2006,05158,Navalmoral,43.3435,10.87
2007,05158,Navalmoral,43.3435,10.98
2008,05158,Navalmoral,43.3435,10.98
2009,05158,Navalmoral,43.3435,10.71
2010,05158,Navalmoral,43.3435,10.11
2011,05158,Navalmoral,43.3435,9.87
2012,05158,Navalmoral,43.3435,9.62
2013,05158,Navalmoral,43.3435,8.4
2014,05158,Navalmoral,43.3435,9.0
2015,05158,Navalmoral,43.3435,8.14
2016,05158,Navalmoral,43.3435,8.19
2017,05158,Navalmoral,43.3435,7.84
2018,05158,Navalmoral,43.3435,7.75
2019,05158,Navalmoral,43.3435,7.52
2020,05158,Navalmoral,43.3435,7.8
2021,05158,Navalmoral,43.3435,7.84
2022,05158,Navalmoral,43.3435,8.21
2023,05158,Navalmoral,43.3435,8.4
2024,05158,Navalmoral,43.3435,9.51
1996,05159,Navalonguilla,90.7776,5.17
1998,05159,Navalonguilla,90.7776,5.02
1999,05159,Navalonguilla,90.7776,4.97
2000,05159,Navalonguilla,90.7776,4.87
2001,05159,Navalonguilla,90.7776,4.77
2002,05159,Navalonguilla,90.7776,4.66
2003,05159,Navalonguilla,90.7776,4.54
2004,05159,Navalonguilla,90.7776,4.49
2005,05159,Navalonguilla,90.7776,4.29
2006,05159,Navalonguilla,90.7776,4.16
2007,05159,Navalonguilla,90.7776,3.98
2008,05159,Navalonguilla,90.7776,3.72
2009,05159,Navalonguilla,90.7776,3.62
2010,05159,Navalonguilla,90.7776,3.48
2011,05159,Navalonguilla,90.7776,3.3
2012,05159,Navalonguilla,90.7776,3.18
2013,05159,Navalonguilla,90.7776,3.03
2014,05159,Navalonguilla,90.7776,2.84
2015,05159,Navalonguilla,90.7776,2.91
2016,05159,Navalonguilla,90.7776,2.82
2017,05159,Navalonguilla,90.7776,2.79
2018,05159,Navalonguilla,90.7776,2.6
2019,05159,Navalonguilla,90.7776,2.49
2020,05159,Navalonguilla,90.7776,2.38
2021,05159,Navalonguilla,90.7776,2.3
2022,05159,Navalonguilla,90.7776,2.26
2023,05159,Navalonguilla,90.7776,2.14
2024,05159,Navalonguilla,90.7776,2.04
1996,05160,Navalosa,29.994,17.74
1998,05160,Navalosa,29.994,17.57
1999,05160,Navalosa,29.994,17.0
2000,05160,Navalosa,29.994,16.14
2001,05160,Navalosa,29.994,16.27
2002,05160,Navalosa,29.994,15.77
2003,05160,Navalosa,29.994,15.17
2004,05160,Navalosa,29.994,14.24
2005,05160,Navalosa,29.994,14.74
2006,05160,Navalosa,29.994,14.44
2007,05160,Navalosa,29.994,13.74
2008,05160,Navalosa,29.994,13.6
2009,05160,Navalosa,29.994,13.14
2010,05160,Navalosa,29.994,12.54
2011,05160,Navalosa,29.994,12.3
2012,05160,Navalosa,29.994,11.8
2013,05160,Navalosa,29.994,11.6
2014,05160,Navalosa,29.994,11.4
2015,05160,Navalosa,29.994,11.1
2016,05160,Navalosa,29.994,11.07
2017,05160,Navalosa,29.994,10.87
2018,05160,Navalosa,29.994,10.7
2019,05160,Navalosa,29.994,10.27
2020,05160,Navalosa,29.994,10.0
2021,05160,Navalosa,29.994,10.74
2022,05160,Navalosa,29.994,10.57
2023,05160,Navalosa,29.994,10.77
2024,05160,Navalosa,29.994,10.8
1996,05161,Navalperal de Pinares,49.8068,18.93
1998,05161,Navalperal de Pinares,49.8068,18.21
1999,05161,Navalperal de Pinares,49.8068,17.53
2000,05161,Navalperal de Pinares,49.8068,16.91
2001,05161,Navalperal de Pinares,49.8068,16.18
2002,05161,Navalperal de Pinares,49.8068,15.72
2003,05161,Navalperal de Pinares,49.8068,14.72
2004,05161,Navalperal de Pinares,49.8068,19.27
2005,05161,Navalperal de Pinares,49.8068,20.14
2006,05161,Navalperal de Pinares,49.8068,19.29
2007,05161,Navalperal de Pinares,49.8068,19.37
2008,05161,Navalperal de Pinares,49.8068,19.64
2009,05161,Navalperal de Pinares,49.8068,19.39
2010,05161,Navalperal de Pinares,49.8068,21.04
2011,05161,Navalperal de Pinares,49.8068,21.4
2012,05161,Navalperal de Pinares,49.8068,20.1
2013,05161,Navalperal de Pinares,49.8068,19.25
2014,05161,Navalperal de Pinares,49.8068,18.11
2015,05161,Navalperal de Pinares,49.8068,17.41
2016,05161,Navalperal de Pinares,49.8068,16.42
2017,05161,Navalperal de Pinares,49.8068,16.36
2018,05161,Navalperal de Pinares,49.8068,15.6
2019,05161,Navalperal de Pinares,49.8068,15.46
2020,05161,Navalperal de Pinares,49.8068,15.2
2021,05161,Navalperal de Pinares,49.8068,15.36
2022,05161,Navalperal de Pinares,49.8068,15.28
2023,05161,Navalperal de Pinares,49.8068,15.9
2024,05161,Navalperal de Pinares,49.8068,16.58
1996,05162,Navalperal de Tormes,60.9671,2.33
1998,05162,Navalperal de Tormes,60.9671,2.33
1999,05162,Navalperal de Tormes,60.9671,2.33
2000,05162,Navalperal de Tormes,60.9671,2.35
2001,05162,Navalperal de Tormes,60.9671,2.26
2002,05162,Navalperal de Tormes,60.9671,2.15
2003,05162,Navalperal de Tormes,60.9671,2.02
2004,05162,Navalperal de Tormes,60.9671,2.12
2005,05162,Navalperal de Tormes,60.9671,2.08
2006,05162,Navalperal de Tormes,60.9671,2.15
2007,05162,Navalperal de Tormes,60.9671,2.15
2008,05162,Navalperal de Tormes,60.9671,2.05
2009,05162,Navalperal de Tormes,60.9671,2.0
2010,05162,Navalperal de Tormes,60.9671,1.85
2011,05162,Navalperal de Tormes,60.9671,1.87
2012,05162,Navalperal de Tormes,60.9671,1.76
2013,05162,Navalperal de Tormes,60.9671,1.71
2014,05162,Navalperal de Tormes,60.9671,1.66
2015,05162,Navalperal de Tormes,60.9671,1.61
2016,05162,Navalperal de Tormes,60.9671,1.53
2017,05162,Navalperal de Tormes,60.9671,1.48
2018,05162,Navalperal de Tormes,60.9671,1.48
2019,05162,Navalperal de Tormes,60.9671,1.34
2020,05162,Navalperal de Tormes,60.9671,1.33
2021,05162,Navalperal de Tormes,60.9671,1.43
2022,05162,Navalperal de Tormes,60.9671,1.33
