Year,Mun_Code,Mun,Area_km2,Pop_Density
2002,28019,Belmonte de Tajo,24.0682,48.15
2003,28019,Belmonte de Tajo,24.0682,47.53
2004,28019,Belmonte de Tajo,24.0682,48.86
2005,28019,Belmonte de Tajo,24.0682,49.69
2006,28019,Belmonte de Tajo,24.0682,52.6
2007,28019,Belmonte de Tajo,24.0682,55.09
2008,28019,Belmonte de Tajo,24.0682,57.38
2009,28019,Belmonte de Tajo,24.0682,60.29
2010,28019,Belmonte de Tajo,24.0682,61.82
2011,28019,Belmonte de Tajo,24.0682,63.11
2012,28019,Belmonte de Tajo,24.0682,65.65
2013,28019,Belmonte de Tajo,24.0682,66.1
2014,28019,Belmonte de Tajo,24.0682,66.1
2015,28019,Belmonte de Tajo,24.0682,67.52
2016,28019,Belmonte de Tajo,24.0682,66.69
2017,28019,Belmonte de Tajo,24.0682,67.64
2018,28019,Belmonte de Tajo,24.0682,67.6
2019,28019,Belmonte de Tajo,24.0682,69.14
2020,28019,Belmonte de Tajo,24.0682,69.93
2021,28019,Belmonte de Tajo,24.0682,72.75
2022,28019,Belmonte de Tajo,24.0682,73.5
2023,28019,Belmonte de Tajo,24.0682,76.45
2024,28019,Belmonte de Tajo,24.0682,79.65
1996,28020,Berzosa del Lozoya,14.6157,7.94
1998,28020,Berzosa del Lozoya,14.6157,6.84
1999,28020,Berzosa del Lozoya,14.6157,6.84
2000,28020,Berzosa del Lozoya,14.6157,8.07
2001,28020,Berzosa del Lozoya,14.6157,8.96
2002,28020,Berzosa del Lozoya,14.6157,10.4
2003,28020,Berzosa del Lozoya,14.6157,10.95
2004,28020,Berzosa del Lozoya,14.6157,11.77
2005,28020,Berzosa del Lozoya,14.6157,12.38
2006,28020,Berzosa del Lozoya,14.6157,12.25
2007,28020,Berzosa del Lozoya,14.6157,13.0
2008,28020,Berzosa del Lozoya,14.6157,16.01
2009,28020,Berzosa del Lozoya,14.6157,15.46
2010,28020,Berzosa del Lozoya,14.6157,14.23
2011,28020,Berzosa del Lozoya,14.6157,16.01
2012,28020,Berzosa del Lozoya,14.6157,15.53
2013,28020,Berzosa del Lozoya,14.6157,14.64
2014,28020,Berzosa del Lozoya,14.6157,12.93
2015,28020,Berzosa del Lozoya,14.6157,13.82
2016,28020,Berzosa del Lozoya,14.6157,13.55
2017,28020,Berzosa del Lozoya,14.6157,13.89
2018,28020,Berzosa del Lozoya,14.6157,13.55
2019,28020,Berzosa del Lozoya,14.6157,14.03
2020,28020,Berzosa del Lozoya,14.6157,15.19
2021,28020,Berzosa del Lozoya,14.6157,14.78
2022,28020,Berzosa del Lozoya,14.6157,15.53
2023,28020,Berzosa del Lozoya,14.6157,14.85
2024,28020,Berzosa del Lozoya,14.6157,15.8
1996,28021,"Berrueco, El",28.4025,11.2
1998,28021,"Berrueco, El",28.4025,12.08
1999,28021,"Berrueco, El",28.4025,10.88
2000,28021,"Berrueco, El",28.4025,11.09
2001,28021,"Berrueco, El",28.4025,11.76
2002,28021,"Berrueco, El",28.4025,13.77
2003,28021,"Berrueco, El",28.4025,16.3
2004,28021,"Berrueco, El",28.4025,16.86
2005,28021,"Berrueco, El",28.4025,18.73
2006,28021,"Berrueco, El",28.4025,19.12
2007,28021,"Berrueco, El",28.4025,20.77
2008,28021,"Berrueco, El",28.4025,21.16
2009,28021,"Berrueco, El",28.4025,20.6
2010,28021,"Berrueco, El",28.4025,21.3
2011,28021,"Berrueco, El",28.4025,21.65
2012,28021,"Berrueco, El",28.4025,21.34
2013,28021,"Berrueco, El",28.4025,22.29
2014,28021,"Berrueco, El",28.4025,22.32
2015,28021,"Berrueco, El",28.4025,21.76
2016,28021,"Berrueco, El",28.4025,26.48
2017,28021,"Berrueco, El",28.4025,26.16
2018,28021,"Berrueco, El",28.4025,26.09
2019,28021,"Berrueco, El",28.4025,26.76
2020,28021,"Berrueco, El",28.4025,27.36
2021,28021,"Berrueco, El",28.4025,28.03
2022,28021,"Berrueco, El",28.4025,28.2
2023,28021,"Berrueco, El",28.4025,28.24
2024,28021,"Berrueco, El",28.4025,28.73
1996,28022,Boadilla del Monte,47.4633,375.32
1998,28022,Boadilla del Monte,47.4633,398.5
1999,28022,Boadilla del Monte,47.4633,406.63
2000,28022,Boadilla del Monte,47.4633,435.83
2001,28022,Boadilla del Monte,47.4633,498.36
2002,28022,Boadilla del Monte,47.4633,571.92
2003,28022,Boadilla del Monte,47.4633,651.45
2004,28022,Boadilla del Monte,47.4633,691.33
2005,28022,Boadilla del Monte,47.4633,749.8
2006,28022,Boadilla del Monte,47.4633,799.06
2007,28022,Boadilla del Monte,47.4633,838.35
2008,28022,Boadilla del Monte,47.4633,880.83
2009,28022,Boadilla del Monte,47.4633,914.69
2010,28022,Boadilla del Monte,47.4633,941.97
2011,28022,Boadilla del Monte,47.4633,972.35
2012,28022,Boadilla del Monte,47.4633,991.02
2013,28022,Boadilla del Monte,47.4633,1002.61
2014,28022,Boadilla del Monte,47.4633,1008.19
2015,28022,Boadilla del Monte,47.4633,1027.64
2016,28022,Boadilla del Monte,47.4633,1048.43
2017,28022,Boadilla del Monte,47.4633,1084.27
2018,28022,Boadilla del Monte,47.4633,1108.77
2019,28022,Boadilla del Monte,47.4633,1149.73
2020,28022,Boadilla del Monte,47.4633,1195.32
2021,28022,Boadilla del Monte,47.4633,1244.16
2022,28022,Boadilla del Monte,47.4633,1319.48
2023,28022,Boadilla del Monte,47.4633,1364.04
2024,28022,Boadilla del Monte,47.4633,1387.16
1996,28023,"Boalo, El",39.4483,62.13
1998,28023,"Boalo, El",39.4483,68.06
1999,28023,"Boalo, El",39.4483,72.12
2000,28023,"Boalo, El",39.4483,78.38
2001,28023,"Boalo, El",39.4483,87.38
2002,28023,"Boalo, El",39.4483,96.58
2003,28023,"Boalo, El",39.4483,108.57
2004,28023,"Boalo, El",39.4483,118.81
2005,28023,"Boalo, El",39.4483,131.92
2006,28023,"Boalo, El",39.4483,141.37
2007,28023,"Boalo, El",39.4483,145.76
2008,28023,"Boalo, El",39.4483,157.75
2009,28023,"Boalo, El",39.4483,162.57
2010,28023,"Boalo, El",39.4483,168.27
2011,28023,"Boalo, El",39.4483,173.85
2012,28023,"Boalo, El",39.4483,178.39
2013,28023,"Boalo, El",39.4483,178.71
2014,28023,"Boalo, El",39.4483,176.99
2015,28023,"Boalo, El",39.4483,181.43
2016,28023,"Boalo, El",39.4483,183.15
2017,28023,"Boalo, El",39.4483,186.52
2018,28023,"Boalo, El",39.4483,187.56
2019,28023,"Boalo, El",39.4483,190.33
2020,28023,"Boalo, El",39.4483,194.25
2021,28023,"Boalo, El",39.4483,203.03
2022,28023,"Boalo, El",39.4483,208.27
2023,28023,"Boalo, El",39.4483,213.55
2024,28023,"Boalo, El",39.4483,216.66
1996,28024,Braojos,24.928,6.22
1998,28024,Braojos,24.928,5.9
1999,28024,Braojos,24.928,6.18
2000,28024,Braojos,24.928,6.42
2001,28024,Braojos,24.928,6.46
2002,28024,Braojos,24.928,7.18
2003,28024,Braojos,24.928,7.62
2004,28024,Braojos,24.928,7.66
2005,28024,Braojos,24.928,7.5
2006,28024,Braojos,24.928,7.06
2007,28024,Braojos,24.928,7.02
2008,28024,Braojos,24.928,7.3
2009,28024,Braojos,24.928,7.62
2010,28024,Braojos,24.928,7.66
2011,28024,Braojos,24.928,8.38
2012,28024,Braojos,24.928,8.18
2013,28024,Braojos,24.928,8.42
2014,28024,Braojos,24.928,7.98
2015,28024,Braojos,24.928,8.14
2016,28024,Braojos,24.928,8.06
2017,28024,Braojos,24.928,8.34
2018,28024,Braojos,24.928,8.22
2019,28024,Braojos,24.928,8.22
2020,28024,Braojos,24.928,8.26
2021,28024,Braojos,24.928,8.75
2022,28024,Braojos,24.928,8.75
2023,28024,Braojos,24.928,8.5
2024,28024,Braojos,24.928,8.79
1996,28025,Brea de Tajo,44.7258,10.93
1998,28025,Brea de Tajo,44.7258,10.73
1999,28025,Brea de Tajo,44.7258,10.37
2000,28025,Brea de Tajo,44.7258,10.24
2001,28025,Brea de Tajo,44.7258,10.02
2002,28025,Brea de Tajo,44.7258,9.9
2003,28025,Brea de Tajo,44.7258,10.44
2004,28025,Brea de Tajo,44.7258,10.62
2005,28025,Brea de Tajo,44.7258,10.28
2006,28025,Brea de Tajo,44.7258,11.54
2007,28025,Brea de Tajo,44.7258,11.69
2008,28025,Brea de Tajo,44.7258,11.65
2009,28025,Brea de Tajo,44.7258,11.51
2010,28025,Brea de Tajo,44.7258,12.43
2011,28025,Brea de Tajo,44.7258,12.41
2012,28025,Brea de Tajo,44.7258,12.79
2013,28025,Brea de Tajo,44.7258,12.59
2014,28025,Brea de Tajo,44.7258,12.7
2015,28025,Brea de Tajo,44.7258,12.52
2016,28025,Brea de Tajo,44.7258,12.52
2017,28025,Brea de Tajo,44.7258,12.05
2018,28025,Brea de Tajo,44.7258,11.74
2019,28025,Brea de Tajo,44.7258,11.72
2020,28025,Brea de Tajo,44.7258,11.31
2021,28025,Brea de Tajo,44.7258,11.69
2022,28025,Brea de Tajo,44.7258,12.1
2023,28025,Brea de Tajo,44.7258,12.14
2024,28025,Brea de Tajo,44.7258,12.95
1996,28026,Brunete,49.1711,80.13
1998,28026,Brunete,49.1711,88.55
1999,28026,Brunete,49.1711,100.28
2000,28026,Brunete,49.1711,103.31
2001,28026,Brunete,49.1711,110.11
2002,28026,Brunete,49.1711,126.42
2003,28026,Brunete,49.1711,142.03
2004,28026,Brunete,49.1711,149.84
2005,28026,Brunete,49.1711,164.65
2006,28026,Brunete,49.1711,175.81
2007,28026,Brunete,49.1711,182.36
2008,28026,Brunete,49.1711,188.63
2009,28026,Brunete,49.1711,193.65
2010,28026,Brunete,49.1711,199.59
2011,28026,Brunete,49.1711,202.7
2012,28026,Brunete,49.1711,204.67
2013,28026,Brunete,49.1711,204.9
2014,28026,Brunete,49.1711,207.19
2015,28026,Brunete,49.1711,211.47
2016,28026,Brunete,49.1711,210.98
2017,28026,Brunete,49.1711,210.96
2018,28026,Brunete,49.1711,215.49
2019,28026,Brunete,49.1711,218.34
2020,28026,Brunete,49.1711,218.83
2021,28026,Brunete,49.1711,218.14
2022,28026,Brunete,49.1711,220.56
2023,28026,Brunete,49.1711,223.99
2024,28026,Brunete,49.1711,229.81
1996,28027,Buitrago del Lozoya,25.9315,54.1
1998,28027,Buitrago del Lozoya,25.9315,54.14
1999,28027,Buitrago del Lozoya,25.9315,54.72
2000,28027,Buitrago del Lozoya,25.9315,56.73
2001,28027,Buitrago del Lozoya,25.9315,60.35
2002,28027,Buitrago del Lozoya,25.9315,64.32
2003,28027,Buitrago del Lozoya,25.9315,65.44
2004,28027,Buitrago del Lozoya,25.9315,67.68
2005,28027,Buitrago del Lozoya,25.9315,71.57
2006,28027,Buitrago del Lozoya,25.9315,74.7
2007,28027,Buitrago del Lozoya,25.9315,74.66
2008,28027,Buitrago del Lozoya,25.9315,79.75
2009,28027,Buitrago del Lozoya,25.9315,80.13
2010,28027,Buitrago del Lozoya,25.9315,79.75
2011,28027,Buitrago del Lozoya,25.9315,80.13
2012,28027,Buitrago del Lozoya,25.9315,78.32
2013,28027,Buitrago del Lozoya,25.9315,75.74
2014,28027,Buitrago del Lozoya,25.9315,75.28
2015,28027,Buitrago del Lozoya,25.9315,71.92
2016,28027,Buitrago del Lozoya,25.9315,71.77
2017,28027,Buitrago del Lozoya,25.9315,71.5
2018,28027,Buitrago del Lozoya,25.9315,72.31
2019,28027,Buitrago del Lozoya,25.9315,72.65
2020,28027,Buitrago del Lozoya,25.9315,75.55
2021,28027,Buitrago del Lozoya,25.9315,74.81
2022,28027,Buitrago del Lozoya,25.9315,75.12
2023,28027,Buitrago del Lozoya,25.9315,75.85
2024,28027,Buitrago del Lozoya,25.9315,76.09
1996,28028,Bustarviejo,56.13,23.96
1998,28028,Bustarviejo,56.13,24.43
1999,28028,Bustarviejo,56.13,24.76
2000,28028,Bustarviejo,56.13,25.69
2001,28028,Bustarviejo,56.13,27.22
2002,28028,Bustarviejo,56.13,28.49
2003,28028,Bustarviejo,56.13,29.38
2004,28028,Bustarviejo,56.13,30.06
2005,28028,Bustarviejo,56.13,32.25
2006,28028,Bustarviejo,56.13,34.49
2007,28028,Bustarviejo,56.13,35.35
2008,28028,Bustarviejo,56.13,36.42
2009,28028,Bustarviejo,56.13,36.74
2010,28028,Bustarviejo,56.13,37.86
2011,28028,Bustarviejo,56.13,39.34
2012,28028,Bustarviejo,56.13,40.37
2013,28028,Bustarviejo,56.13,42.26
2014,28028,Bustarviejo,56.13,41.83
2015,28028,Bustarviejo,56.13,42.17
2016,28028,Bustarviejo,56.13,42.22
2017,28028,Bustarviejo,56.13,42.74
2018,28028,Bustarviejo,56.13,44.29
2019,28028,Bustarviejo,56.13,44.59
2020,28028,Bustarviejo,56.13,44.93
2021,28028,Bustarviejo,56.13,48.12
2022,28028,Bustarviejo,56.13,48.21
2023,28028,Bustarviejo,56.13,48.87
2024,28028,Bustarviejo,56.13,50.4
