Mun_Code,Mun,pop_1996_2018 (k=22),pop_1998_2020 (k=22),pop_1999_2021 (k=22),pop_2000_2022 (k=22),pop_2001_2023 (k=22),pop_2002_2024 (k=22)
1061,Zalduondo,36.76470588235294,40.15151515151515,36.17021276595745,41.30434782608695,41.007194244604314,36.61971830985916
1062,Zambrana,12.044817927170868,13.661202185792352,16.756756756756758,16.758241758241756,9.61038961038961,17.866666666666667
1063,Zuia,59.407305306685046,45.754119138149555,41.600488698839335,35.07246376811594,28.17286652078775,21.267893660531698
1901,Iruña Oka/Iruña de Oca,106.25,107.24896019013666,107.168458781362,94.7888096544158,89.81530343007915,82.527693856999
1902,Lantarón,5.1869722557297955,-2.6637069922308543,-0.974025974025974,-3.423236514522822,-6.387225548902195,-4.9281314168377826
2001,Abengibre,-25.71148184494603,-24.42899702085402,-24.899598393574294,-24.2827868852459,-22.99898682877406,-21.91358024691358
2002,Alatoz,-22.547584187408493,-25.037037037037035,-27.485380116959064,-24.96217851739788,-24.228395061728396,-21.484992101105846
2003,Albacete,20.341587910903414,19.856449461685482,17.078229747774984,15.160322582800484,15.851431705538872,14.447109855081989
2004,Albatana,-23.594266813671442,-22.31121281464531,-21.72413793103448,-23.165137614678898,-25.142857142857146,-22.81722933643772
2005,Alborea,-18.546365914786968,-17.92336217552534,-17.589175891758916,-18.55036855036855,-17.574257425742573,-15.605493133583021
2006,Alcadozo,-19.03584672435105,-16.944801026957638,-18.451612903225804,-18.298969072164947,-15.953307392996107,-14.986737400530503
2007,Alcalá del Júcar,-23.28854766474728,-21.03174603174603,-24.39344262295082,-23.822163238221634,-23.716216216216214,-22.538141470180307
2008,Alcaraz,-21.90105614230128,-23.468208092485547,-25.185608223872073,-24.798619102416573,-25.057471264367813,-24.798154555940023
2009,Almansa,4.381673544050709,3.6055456927889082,3.2864645095714047,1.8885383806519453,2.102430409553444,0.2932672449401074
2010,Alpera,-3.314917127071823,-2.710843373493976,-2.0994001713796058,-4.427415921668795,-3.898305084745763,-4.721753794266442
2011,Ayna,-41.25230202578269,-41.076769690927215,-42.20456802383317,-40.61224489795918,-35.79059829059829,-32.81767955801105
2012,Balazote,7.126645483431685,4.678362573099415,4.835847382431234,5.059392872855257,2.818104184457728,-1.3681592039800996
2013,Balsa de Ves,-44.44444444444444,-49.808429118773944,-54.416961130742045,-51.35135135135135,-40.44444444444444,-45.13274336283185
2014,"Ballestero, El",-31.26050420168067,-30.89005235602094,-27.923211169284468,-24.424778761061948,-27.368421052631582,-26.642984014209592
